## Wed Jul 12 14:37:26 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_6yyrx36s --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_6yyrx36s --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_6yyrx36s/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00179_000000000027_2	1537994.JQFW01000010_gene2786	6.4e-147	424.0	COG3712@1|root,COG3712@2|Bacteria,1REUA@1224|Proteobacteria,1S5KP@1236|Gammaproteobacteria,468GP@72275|Alteromonadaceae	1236|Gammaproteobacteria	PT	FecR protein	fecR	-	-	ko:K07165	-	-	-	-	ko00000	-	-	-	DUF4880,DUF4974,FecR
TARA_ARC_108_MAG_00179_000000000027_3	1537994.JQFW01000010_gene2785	2.53e-98	288.0	COG1595@1|root,COG1595@2|Bacteria,1ND70@1224|Proteobacteria,1SE6G@1236|Gammaproteobacteria,468HB@72275|Alteromonadaceae	1236|Gammaproteobacteria	K	Sigma-70, region 4	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
TARA_ARC_108_MAG_00179_000000000027_4	1537994.JQFW01000010_gene2783	5.02e-276	754.0	COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,1RPA1@1236|Gammaproteobacteria,469U1@72275|Alteromonadaceae	1236|Gammaproteobacteria	C	FMN-dependent dehydrogenase	lldD	-	1.1.2.3	ko:K00101	ko00620,ko01100,map00620,map01100	-	R00196	RC00044	ko00000,ko00001,ko01000	-	-	-	FMN_dh
TARA_ARC_108_MAG_00179_000000000027_5	1537994.JQFW01000010_gene2782	2.51e-315	858.0	COG4952@1|root,COG4952@2|Bacteria,1PSSV@1224|Proteobacteria,1RNMG@1236|Gammaproteobacteria,4659H@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	isomerase	-	-	5.3.1.14	ko:K01820	ko00040,ko00051,ko01120,map00040,map00051,map01120	-	R01906,R02437,R06589	RC00376,RC00434,RC00516	ko00000,ko00001,ko01000	-	-	-	AP_endonuc_2
TARA_ARC_108_MAG_00179_000000000027_6	1537994.JQFW01000010_gene2781	0.0	1382.0	COG1028@1|root,COG3347@1|root,COG1028@2|Bacteria,COG3347@2|Bacteria,1MWSB@1224|Proteobacteria,1RNTD@1236|Gammaproteobacteria,464KH@72275|Alteromonadaceae	1236|Gammaproteobacteria	IQ	Class II Aldolase and Adducin N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Aldolase_II,adh_short_C2
TARA_ARC_108_MAG_00179_000000000027_7	1537994.JQFW01000010_gene2780	4.42e-309	845.0	COG1070@1|root,COG1070@2|Bacteria,1MUHF@1224|Proteobacteria,1RRPS@1236|Gammaproteobacteria,464W1@72275|Alteromonadaceae	1236|Gammaproteobacteria	G	FGGY family of carbohydrate kinases, N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	FGGY_N
TARA_ARC_108_MAG_00179_000000000027_8	1537994.JQFW01000010_gene2779	1.17e-177	496.0	COG1349@1|root,COG1349@2|Bacteria,1QM4U@1224|Proteobacteria,1RNN2@1236|Gammaproteobacteria,465D2@72275|Alteromonadaceae	1236|Gammaproteobacteria	K	DeoR C terminal sensor domain	ulaR	GO:0003674,GO:0005488,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0019842,GO:0030246,GO:0031406,GO:0031418,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0048029,GO:0048037,GO:0050662,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576	-	ko:K03477	-	-	-	-	ko00000,ko03000	-	-	-	DeoRC,HTH_DeoR
TARA_ARC_108_MAG_00179_000000000027_9	1537994.JQFW01000010_gene2778	1.86e-183	511.0	COG3717@1|root,COG3717@2|Bacteria,1MU9D@1224|Proteobacteria,1RSN0@1236|Gammaproteobacteria,465JJ@72275|Alteromonadaceae	1236|Gammaproteobacteria	G	KduI/IolB family	-	-	5.3.1.17	ko:K01815	ko00040,map00040	-	R04383	RC00541	ko00000,ko00001,ko01000	-	-	-	KduI
TARA_ARC_108_MAG_00179_000000000027_10	1537994.JQFW01000010_gene2777	4.39e-169	474.0	COG1028@1|root,COG1028@2|Bacteria,1MWB6@1224|Proteobacteria,1RMZB@1236|Gammaproteobacteria,465KH@72275|Alteromonadaceae	1236|Gammaproteobacteria	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	1.1.1.127	ko:K00065	ko00040,map00040	-	R01542	RC00089	ko00000,ko00001,ko01000	-	-	-	adh_short,adh_short_C2
TARA_ARC_108_MAG_00179_000000000027_11	1537994.JQFW01000010_gene2776	9.37e-234	650.0	COG1593@1|root,COG1593@2|Bacteria,1MU0F@1224|Proteobacteria,1RNAM@1236|Gammaproteobacteria,4658T@72275|Alteromonadaceae	1236|Gammaproteobacteria	G	COG1593 TRAP-type C4-dicarboxylate transport system, large permease component	-	-	-	-	-	-	-	-	-	-	-	-	DctM
TARA_ARC_108_MAG_00179_000000000027_12	1537994.JQFW01000010_gene2775	1.12e-88	263.0	COG3090@1|root,COG3090@2|Bacteria,1RJ8K@1224|Proteobacteria,1SA02@1236|Gammaproteobacteria,4685G@72275|Alteromonadaceae	1236|Gammaproteobacteria	G	Tripartite ATP-independent periplasmic transporters, DctQ component	-	-	-	-	-	-	-	-	-	-	-	-	DctQ
TARA_ARC_108_MAG_00179_000000000027_13	1537994.JQFW01000010_gene2774	1.5e-200	559.0	COG1638@1|root,COG1638@2|Bacteria,1MVHC@1224|Proteobacteria,1RPNJ@1236|Gammaproteobacteria,464A3@72275|Alteromonadaceae	1236|Gammaproteobacteria	G	COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component	-	-	-	-	-	-	-	-	-	-	-	-	DctP
TARA_ARC_108_MAG_00179_000000000027_14	1537994.JQFW01000010_gene2773	1.37e-190	531.0	COG0524@1|root,COG0524@2|Bacteria,1MVG2@1224|Proteobacteria,1RNH5@1236|Gammaproteobacteria,466Q8@72275|Alteromonadaceae	1236|Gammaproteobacteria	G	pfkB family carbohydrate kinase	kdgK	-	2.7.1.45	ko:K00874	ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200	M00061,M00308,M00631	R01541	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PfkB
TARA_ARC_108_MAG_00179_000000000027_15	1537994.JQFW01000010_gene2772	4.72e-293	806.0	COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,1RRY3@1236|Gammaproteobacteria,4675A@72275|Alteromonadaceae	1236|Gammaproteobacteria	P	Domain of unknown function (DUF4976)	-	-	3.1.6.6	ko:K01133	-	-	-	-	ko00000,ko01000	-	-	-	DUF4976,Sulfatase,TAT_signal
TARA_ARC_108_MAG_00179_000000000027_16	1537994.JQFW01000010_gene2771	0.0	971.0	COG1457@1|root,COG1457@2|Bacteria,1NGY9@1224|Proteobacteria,1RNK5@1236|Gammaproteobacteria,465U5@72275|Alteromonadaceae	1236|Gammaproteobacteria	F	COG1457 Purine-cytosine permease and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00179_000000000027_17	1537994.JQFW01000010_gene2770	6.34e-240	663.0	COG1475@1|root,COG1475@2|Bacteria	2|Bacteria	K	chromosome segregation	-	-	-	ko:K03497	-	-	-	-	ko00000,ko03000,ko03036,ko04812	-	-	-	ParBc
TARA_ARC_108_MAG_00179_000000000027_18	1537994.JQFW01000010_gene2769	1.67e-219	605.0	COG1192@1|root,COG1192@2|Bacteria,1N60H@1224|Proteobacteria,1SB94@1236|Gammaproteobacteria,46BNE@72275|Alteromonadaceae	1236|Gammaproteobacteria	D	AAA domain	-	-	-	ko:K03496	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	AAA_31
TARA_ARC_108_MAG_00179_000000000027_23	1537994.JQFW01000010_gene2766	0.0	900.0	COG5434@1|root,COG5434@2|Bacteria,1R4T0@1224|Proteobacteria,1S51J@1236|Gammaproteobacteria,469TF@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3
TARA_ARC_108_MAG_00179_000000000027_24	1328313.DS2_07788	0.0	1291.0	COG3408@1|root,COG3408@2|Bacteria,1NJCP@1224|Proteobacteria,1SK6C@1236|Gammaproteobacteria,46AEV@72275|Alteromonadaceae	1236|Gammaproteobacteria	G	Bacterial alpha-L-rhamnosidase C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Bac_rhamnosid,Bac_rhamnosid6H,Bac_rhamnosid_C,Bac_rhamnosid_N
TARA_ARC_108_MAG_00179_000000000027_25	1537994.JQFW01000010_gene2765	1.11e-90	268.0	294JH@1|root,2ZRZ2@2|Bacteria,1P6VP@1224|Proteobacteria,1SWF4@1236|Gammaproteobacteria,46C4V@72275|Alteromonadaceae	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00179_000000000027_26	1537994.JQFW01000010_gene2764	0.0	1869.0	COG2374@1|root,COG3325@1|root,COG2374@2|Bacteria,COG3325@2|Bacteria,1R96M@1224|Proteobacteria,1RS98@1236|Gammaproteobacteria,4662S@72275|Alteromonadaceae	1236|Gammaproteobacteria	G	BNR repeat-containing family member	-	-	-	-	-	-	-	-	-	-	-	-	BNR_4
TARA_ARC_108_MAG_00179_000000000027_27	1537994.JQFW01000010_gene2763	0.0	954.0	COG4225@1|root,COG4225@2|Bacteria,1NSB5@1224|Proteobacteria,1SKAJ@1236|Gammaproteobacteria,469BK@72275|Alteromonadaceae	1236|Gammaproteobacteria	O	Highly conserved protein containing a thioredoxin domain	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_88
TARA_ARC_108_MAG_00179_000000000027_28	1537994.JQFW01000010_gene2762	0.0	875.0	COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,1RMJ0@1236|Gammaproteobacteria,46A2N@72275|Alteromonadaceae	1236|Gammaproteobacteria	P	Type I phosphodiesterase / nucleotide pyrophosphatase	-	-	-	-	-	-	-	-	-	-	-	-	DUF4976,Sulfatase
TARA_ARC_108_MAG_00179_000000000027_29	1117318.PRUB_17532	8.56e-28	127.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,1RMH0@1236|Gammaproteobacteria,2Q1JA@267888|Pseudoalteromonadaceae	1236|Gammaproteobacteria	NT	COG0840 Methyl-accepting chemotaxis protein	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	HAMP,MCPsignal,dCache_1
TARA_ARC_108_MAG_00179_000000000027_30	1499685.CCFJ01000056_gene110	1.9e-21	95.5	COG5001@1|root,COG5001@2|Bacteria,1TP8V@1239|Firmicutes,4HA3G@91061|Bacilli,1ZAVY@1386|Bacillus	91061|Bacilli	T	Diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	DUF4084,EAL,GGDEF,PAS,PAS_4,PAS_9
TARA_ARC_108_MAG_00179_000000000028_1	1537994.JQFW01000010_gene2801	2.32e-217	611.0	COG3119@1|root,COG3119@2|Bacteria,1RFP7@1224|Proteobacteria,1SJTS@1236|Gammaproteobacteria,469VM@72275|Alteromonadaceae	1236|Gammaproteobacteria	P	Type I phosphodiesterase / nucleotide pyrophosphatase	-	-	-	-	-	-	-	-	-	-	-	-	DUF4976,Sulfatase
TARA_ARC_108_MAG_00179_000000000028_2	1537994.JQFW01000010_gene2800	2.54e-253	698.0	COG4225@1|root,COG4225@2|Bacteria,1NSJK@1224|Proteobacteria,1T1DP@1236|Gammaproteobacteria,466C0@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	Glycosyl Hydrolase Family 88	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_88
TARA_ARC_108_MAG_00179_000000000028_4	1537994.JQFW01000010_gene2790	2.74e-282	788.0	COG1409@1|root,COG1409@2|Bacteria,1NF6V@1224|Proteobacteria,1RQFZ@1236|Gammaproteobacteria,464TK@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	Calcineurin-like phosphoesterase	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos
TARA_ARC_108_MAG_00179_000000000028_5	1537994.JQFW01000010_gene2789	2.36e-206	576.0	COG0607@1|root,COG0607@2|Bacteria,1QXWW@1224|Proteobacteria,1T3IH@1236|Gammaproteobacteria,46AJE@72275|Alteromonadaceae	1236|Gammaproteobacteria	P	Phosphoinositide phospholipase C, Ca2+-dependent	-	-	-	-	-	-	-	-	-	-	-	-	PI-PLC-C1
TARA_ARC_108_MAG_00179_000000000028_6	1537994.JQFW01000010_gene2788	0.0	1684.0	COG1629@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,1MV8W@1224|Proteobacteria,1RMQA@1236|Gammaproteobacteria,46619@72275|Alteromonadaceae	1236|Gammaproteobacteria	P	COG1629 Outer membrane receptor proteins, mostly Fe transport	-	-	-	-	-	-	-	-	-	-	-	-	Plug,TonB_dep_Rec
TARA_ARC_108_MAG_00179_000000000028_7	1537994.JQFW01000010_gene2787	5.7e-133	405.0	COG1629@1|root,COG4774@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,COG4774@2|Bacteria,1MV8W@1224|Proteobacteria,1RMQA@1236|Gammaproteobacteria,46619@72275|Alteromonadaceae	1236|Gammaproteobacteria	P	COG1629 Outer membrane receptor proteins, mostly Fe transport	-	-	-	-	-	-	-	-	-	-	-	-	Plug,STN,TonB_dep_Rec
TARA_ARC_108_MAG_00179_000000000029_1	314275.MADE_1005465	6.18e-224	634.0	COG2911@1|root,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,1T1IH@1236|Gammaproteobacteria,465B9@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	Bacterial Ig-like domain (group 3)	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,Big_3_3
TARA_ARC_108_MAG_00179_000000000029_2	1298865.H978DRAFT_0393	0.0	1109.0	COG1538@1|root,COG2885@1|root,COG1538@2|Bacteria,COG2885@2|Bacteria,1MYX2@1224|Proteobacteria,1RNX1@1236|Gammaproteobacteria,464VU@72275|Alteromonadaceae	1236|Gammaproteobacteria	MU	Outer membrane efflux protein	lapE	-	-	ko:K12543	-	M00330	-	-	ko00000,ko00002,ko02000,ko02044	1.B.17,3.A.1.109.4	-	-	OEP,OmpA
TARA_ARC_108_MAG_00179_000000000029_3	314275.MADE_1005490	0.0	1233.0	COG2274@1|root,COG2274@2|Bacteria,1R2T0@1224|Proteobacteria,1SBE1@1236|Gammaproteobacteria,465VB@72275|Alteromonadaceae	1236|Gammaproteobacteria	V	ABC transporter	-	-	-	ko:K12541	ko02010,map02010	M00330	-	-	ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.109.3,3.A.1.109.4	-	-	ABC_membrane,ABC_tran,Peptidase_C39
TARA_ARC_108_MAG_00179_000000000029_4	314275.MADE_1005650	3.17e-133	389.0	COG0845@1|root,COG0845@2|Bacteria,1MUI8@1224|Proteobacteria,1RNK4@1236|Gammaproteobacteria,464KG@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	Secretion protein	-	-	-	ko:K12542	-	M00330	-	-	ko00000,ko00002,ko02000,ko02044	3.A.1.109.4,8.A.1	-	-	Biotin_lipoyl_2,HlyD,HlyD_3
TARA_ARC_108_MAG_00179_000000000030_1	1537994.JQFW01000031_gene1022	5.77e-210	580.0	COG0583@1|root,COG0583@2|Bacteria,1MZX1@1224|Proteobacteria,1RNFR@1236|Gammaproteobacteria,464ME@72275|Alteromonadaceae	1236|Gammaproteobacteria	K	Transcriptional regulator	ilvY	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K02521	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
TARA_ARC_108_MAG_00179_000000000030_2	1537994.JQFW01000031_gene1023	0.0	967.0	COG0606@1|root,COG0606@2|Bacteria,1MU4R@1224|Proteobacteria,1RMB9@1236|Gammaproteobacteria,464ZX@72275|Alteromonadaceae	1236|Gammaproteobacteria	O	ATPase with chaperone activity	comM	GO:0003674,GO:0003824,GO:0004176,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0042623,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	ko:K07391	-	-	-	-	ko00000	-	-	-	ChlI,Mg_chelatase,Mg_chelatase_C
TARA_ARC_108_MAG_00179_000000000030_3	1537994.JQFW01000031_gene1024	1.72e-147	415.0	COG2860@1|root,COG2860@2|Bacteria,1RHQN@1224|Proteobacteria,1S5YY@1236|Gammaproteobacteria,466HB@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	UPF0126 domain	yadS	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	UPF0126
TARA_ARC_108_MAG_00179_000000000030_4	1537994.JQFW01000031_gene1025	1.18e-201	572.0	COG0129@1|root,COG0129@2|Bacteria,1MUTQ@1224|Proteobacteria,1RMP2@1236|Gammaproteobacteria,464EW@72275|Alteromonadaceae	1236|Gammaproteobacteria	EG	Belongs to the IlvD Edd family	ilvD	-	4.2.1.9	ko:K01687	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R01209,R04441,R05070	RC00468,RC01714	ko00000,ko00001,ko00002,ko01000	-	-	-	ILVD_EDD
TARA_ARC_108_MAG_00179_000000000031_1	1298865.H978DRAFT_3672	1.4e-76	242.0	COG2801@1|root,COG2801@2|Bacteria	2|Bacteria	L	transposition	-	-	-	-	-	-	-	-	-	-	-	-	HTH_21,HTH_Tnp_Mu_1,rve
TARA_ARC_108_MAG_00179_000000000031_2	1333507.AUTQ01000136_gene3145	3.66e-30	121.0	2DBI0@1|root,2Z9E1@2|Bacteria,1PWHV@1224|Proteobacteria,1RY46@1236|Gammaproteobacteria,2Q3W6@267888|Pseudoalteromonadaceae	1236|Gammaproteobacteria	L	TnsA endonuclease C terminal	-	-	-	-	-	-	-	-	-	-	-	-	Tn7_Tnp_TnsA_C,Tn7_Tnp_TnsA_N
TARA_ARC_108_MAG_00179_000000000031_3	589873.EP13_18155	1.81e-37	126.0	2CF2A@1|root,32S12@2|Bacteria,1N3UU@1224|Proteobacteria,1SA5P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00179_000000000032_1	1537994.JQFW01000031_gene1044	1.08e-42	141.0	COG0346@1|root,COG0346@2|Bacteria,1RH8G@1224|Proteobacteria,1S629@1236|Gammaproteobacteria,467EU@72275|Alteromonadaceae	1236|Gammaproteobacteria	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase
TARA_ARC_108_MAG_00179_000000000032_2	1537994.JQFW01000031_gene1045	6.22e-147	416.0	COG1794@1|root,COG1794@2|Bacteria,1MV03@1224|Proteobacteria,1RMHT@1236|Gammaproteobacteria,465HQ@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	aspartate racemase	ygeA	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016853,GO:0016854,GO:0016855,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0047661,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	5.1.1.13	ko:K01779	ko00250,ko01054,map00250,map01054	-	R00491	RC00302	ko00000,ko00001,ko01000	-	-	-	Asp_Glu_race
TARA_ARC_108_MAG_00179_000000000032_3	1537994.JQFW01000031_gene1048	5.81e-135	382.0	COG0316@1|root,COG0694@1|root,COG0316@2|Bacteria,COG0694@2|Bacteria,1MU8Y@1224|Proteobacteria,1RN7J@1236|Gammaproteobacteria,465AK@72275|Alteromonadaceae	1236|Gammaproteobacteria	C	Involved in iron-sulfur cluster biogenesis. Binds a 4Fe- 4S cluster, can transfer this cluster to apoproteins, and thereby intervenes in the maturation of Fe S proteins. Could also act as a scaffold chaperone for damaged Fe S proteins	nfuA	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0006979,GO:0007154,GO:0008150,GO:0008152,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010106,GO:0010467,GO:0015976,GO:0016043,GO:0016226,GO:0019538,GO:0019725,GO:0022607,GO:0030003,GO:0031163,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042592,GO:0042594,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0050896,GO:0051186,GO:0051536,GO:0051539,GO:0051540,GO:0051604,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071496,GO:0071704,GO:0071840,GO:0097428,GO:0098771,GO:1901564	-	ko:K07400	-	-	-	-	ko00000	-	-	-	Fe-S_biosyn,NifU
TARA_ARC_108_MAG_00179_000000000032_4	1537994.JQFW01000031_gene1049	0.0	953.0	COG2866@1|root,COG2866@2|Bacteria,1N9W9@1224|Proteobacteria,1RPC7@1236|Gammaproteobacteria,465QW@72275|Alteromonadaceae	1236|Gammaproteobacteria	E	Zinc carboxypeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M14
TARA_ARC_108_MAG_00179_000000000033_2	1537994.JQFW01000056_gene647	2.37e-169	473.0	2DN4B@1|root,32VFQ@2|Bacteria,1QYAE@1224|Proteobacteria,1T3N3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2490)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2490
TARA_ARC_108_MAG_00179_000000000033_3	1537994.JQFW01000056_gene648	1.31e-140	398.0	COG4337@1|root,COG4337@2|Bacteria,1RD42@1224|Proteobacteria,1S6G0@1236|Gammaproteobacteria,468D9@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00179_000000000033_5	1085623.GNIT_0589	4.03e-114	330.0	COG1279@1|root,COG1279@2|Bacteria,1RD6B@1224|Proteobacteria,1RR03@1236|Gammaproteobacteria,467AT@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	COG1279 Lysine efflux permease	lysE	-	-	ko:K06895	-	-	-	-	ko00000,ko02000	2.A.75.1	-	-	LysE
TARA_ARC_108_MAG_00179_000000000033_6	1537994.JQFW01000056_gene652	1.26e-86	270.0	2FCZD@1|root,33QTZ@2|Bacteria,1NU91@1224|Proteobacteria,1SMIR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00179_000000000034_1	1537994.JQFW01000057_gene274	0.0	1041.0	COG1785@1|root,COG1785@2|Bacteria,1MXI2@1224|Proteobacteria,1RNG8@1236|Gammaproteobacteria,469FN@72275|Alteromonadaceae	1236|Gammaproteobacteria	P	Belongs to the alkaline phosphatase family	phoA	-	3.1.3.1	ko:K01077	ko00730,ko00790,ko01100,ko02020,map00730,map00790,map01100,map02020	M00126	R02135,R04620	RC00017	ko00000,ko00001,ko00002,ko00537,ko01000,ko04147	-	-	-	Alk_phosphatase
TARA_ARC_108_MAG_00179_000000000034_2	1537994.JQFW01000057_gene275	3.86e-180	500.0	COG2908@1|root,COG2908@2|Bacteria,1N3U7@1224|Proteobacteria,1RP1X@1236|Gammaproteobacteria,466F4@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	Hydrolyzes the pyrophosphate bond of UDP-2,3- diacylglucosamine to yield 2,3-diacylglucosamine 1-phosphate (lipid X) and UMP by catalyzing the attack of water at the alpha-P atom. Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxH	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0008758,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0019637,GO:0019897,GO:0019898,GO:0030145,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044459,GO:0044464,GO:0046467,GO:0046493,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	3.6.1.54	ko:K03269	ko00540,ko01100,map00540,map01100	M00060	R04549	RC00002	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	iE2348C_1286.E2348C_0457	Metallophos,Metallophos_2
TARA_ARC_108_MAG_00179_000000000034_3	1537994.JQFW01000057_gene276	8.27e-114	326.0	COG0652@1|root,COG0652@2|Bacteria,1R9ZQ@1224|Proteobacteria,1S222@1236|Gammaproteobacteria,466DM@72275|Alteromonadaceae	1236|Gammaproteobacteria	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	ppiB	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0140096,GO:1901564	5.2.1.8	ko:K03768	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Pro_isomerase
