## Tue Jul 25 18:41:47 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_uoold71p --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_uoold71p --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_uoold71p/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00083_000000000004_3	1337093.MBE-LCI_1775	2.64e-255	712.0	COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,2TRMU@28211|Alphaproteobacteria	28211|Alphaproteobacteria	NU	Type II secretory pathway, ATPase PulE Tfp pilus assembly pathway, ATPase PilB	-	-	-	ko:K02454	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSE
TARA_ARC_108_MAG_00083_000000000004_4	1337093.MBE-LCI_1776	5.78e-26	103.0	COG3149@1|root,COG3149@2|Bacteria,1N8VZ@1224|Proteobacteria,2UNIQ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	U	Type II secretion system (T2SS), protein M	-	-	-	-	-	-	-	-	-	-	-	-	T2SSM
TARA_ARC_108_MAG_00083_000000000004_5	1337093.MBE-LCI_1777	1.55e-88	277.0	2DW3Z@1|root,33YES@2|Bacteria,1PBS7@1224|Proteobacteria,2TVWV@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	GspL periplasmic domain	-	-	-	-	-	-	-	-	-	-	-	-	GspL_C,T2SSL
TARA_ARC_108_MAG_00083_000000000004_6	1337093.MBE-LCI_1779	1.45e-69	214.0	COG2165@1|root,COG2165@2|Bacteria,1RDX2@1224|Proteobacteria,2U7GY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	NU	general secretion pathway protein G	gspG	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl,T2SSG
TARA_ARC_108_MAG_00083_000000000004_7	1337093.MBE-LCI_1780	1.25e-27	107.0	COG4970@1|root,COG4970@2|Bacteria,1QWUC@1224|Proteobacteria	1224|Proteobacteria	NU	Tfp pilus assembly protein FimT	-	-	-	ko:K02457	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl
TARA_ARC_108_MAG_00083_000000000004_8	391589.RGAI101_869	1.01e-23	95.5	COG4967@1|root,COG4967@2|Bacteria,1QUS3@1224|Proteobacteria,2UGVZ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	NU	General secretion pathway protein I	-	-	-	ko:K02458	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl,T2SSI
TARA_ARC_108_MAG_00083_000000000004_9	1337093.MBE-LCI_1782	3.47e-61	202.0	COG3031@1|root,COG3031@2|Bacteria,1NHSV@1224|Proteobacteria,2UJMW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	U	Type II secretion system protein C	-	-	-	ko:K02452	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	PDZ_2,T2SSC
TARA_ARC_108_MAG_00083_000000000004_10	1337093.MBE-LCI_1783	1.16e-286	803.0	COG1450@1|root,COG1450@2|Bacteria,1MUUA@1224|Proteobacteria,2TT8A@28211|Alphaproteobacteria	28211|Alphaproteobacteria	NU	general secretion pathway protein D	-	-	-	ko:K02453	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	Secretin,Secretin_N,Secretin_N_2
TARA_ARC_108_MAG_00083_000000000005_1	52598.EE36_08473	6.47e-101	295.0	COG0830@1|root,COG0830@2|Bacteria,1MW8Q@1224|Proteobacteria,2TRVW@28211|Alphaproteobacteria,3ZXBS@60136|Sulfitobacter	28211|Alphaproteobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureF	-	-	ko:K03188	-	-	-	-	ko00000	-	-	-	UreF
TARA_ARC_108_MAG_00083_000000000005_2	52598.EE36_08478	2.01e-110	317.0	COG2371@1|root,COG2371@2|Bacteria,1MZQZ@1224|Proteobacteria,2TVBW@28211|Alphaproteobacteria,3ZXMP@60136|Sulfitobacter	28211|Alphaproteobacteria	O	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly	ureE	-	-	ko:K03187	-	-	-	-	ko00000	-	-	-	UreE_C,UreE_N
TARA_ARC_108_MAG_00083_000000000005_3	52598.EE36_08483	0.0	1140.0	COG0804@1|root,COG0804@2|Bacteria,1MU5P@1224|Proteobacteria,2TSXP@28211|Alphaproteobacteria,3ZW62@60136|Sulfitobacter	28211|Alphaproteobacteria	E	in Helicobacter pylori the ammonia released plays a key role in bacterial survival by neutralizing acids when colonizing the gastric mucosa	ureC	-	3.5.1.5	ko:K01428	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1,Urease_alpha
TARA_ARC_108_MAG_00083_000000000005_4	52598.EE36_08488	1.51e-66	202.0	COG0832@1|root,COG0832@2|Bacteria,1RGW0@1224|Proteobacteria,2U9T4@28211|Alphaproteobacteria,3ZXMX@60136|Sulfitobacter	28211|Alphaproteobacteria	E	in Brucella suis the urease encoded by this operon (one of two urease-encoding operons found in its genome) is involved with urease activity, optimum growth, resistance to low-pH killing in-vitro and persistence in-vivo, while the other operon does not seem to be active	ureB	-	3.5.1.5	ko:K01429	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta
TARA_ARC_108_MAG_00083_000000000005_5	52598.EE36_08493	5.67e-35	119.0	2DDYB@1|root,2ZJT7@2|Bacteria,1PBRB@1224|Proteobacteria,2UWW0@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00083_000000000005_6	52598.EE36_08498	3.87e-64	196.0	COG0831@1|root,COG0831@2|Bacteria,1RGXE@1224|Proteobacteria,2U947@28211|Alphaproteobacteria,3ZXMA@60136|Sulfitobacter	28211|Alphaproteobacteria	E	UreA, with UreB and UreC catalyzes the hydrolysis of urea into ammonia and carbon dioxide	ureA	-	3.5.1.5	ko:K01430,ko:K14048	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta,Urease_gamma
TARA_ARC_108_MAG_00083_000000000005_7	52598.EE36_08503	6.83e-194	539.0	COG0829@1|root,COG0829@2|Bacteria,1RABD@1224|Proteobacteria,2U57R@28211|Alphaproteobacteria,3ZX29@60136|Sulfitobacter	28211|Alphaproteobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureD	-	-	ko:K03190	-	-	-	-	ko00000	-	-	-	UreD
TARA_ARC_108_MAG_00083_000000000005_8	52598.EE36_08508	4.39e-303	828.0	COG4664@1|root,COG4664@2|Bacteria,1R4MZ@1224|Proteobacteria,2TQNR@28211|Alphaproteobacteria,3ZW5Y@60136|Sulfitobacter	28211|Alphaproteobacteria	Q	Tripartite ATP-independent periplasmic transporter, DctM component	-	-	-	-	-	-	-	-	-	-	-	-	DctM
TARA_ARC_108_MAG_00083_000000000005_9	52598.EE36_08513	3.94e-131	372.0	COG4665@1|root,COG4665@2|Bacteria,1RE14@1224|Proteobacteria,2VFZX@28211|Alphaproteobacteria,3ZX8P@60136|Sulfitobacter	28211|Alphaproteobacteria	Q	Tripartite ATP-independent periplasmic transporters, DctQ component	-	-	-	-	-	-	-	-	-	-	-	-	DctQ
TARA_ARC_108_MAG_00083_000000000005_10	52598.EE36_08518	6.99e-242	665.0	COG1638@1|root,COG1638@2|Bacteria,1R7GB@1224|Proteobacteria,2U0ZQ@28211|Alphaproteobacteria,3ZVPE@60136|Sulfitobacter	28211|Alphaproteobacteria	G	Bacterial extracellular solute-binding protein, family 7	-	-	-	-	-	-	-	-	-	-	-	-	DctP
TARA_ARC_108_MAG_00083_000000000005_11	52598.EE36_08523	4.67e-131	377.0	COG4977@1|root,COG4977@2|Bacteria,1QV75@1224|Proteobacteria,2TWC5@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	COG2207 AraC-type DNA-binding domain-containing proteins	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,Cupin_2,HTH_18
TARA_ARC_108_MAG_00083_000000000006_1	52598.EE36_12058	2.56e-68	211.0	28PV8@1|root,2ZCFZ@2|Bacteria,1RBCG@1224|Proteobacteria,2U67M@28211|Alphaproteobacteria,3ZWDA@60136|Sulfitobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00083_000000000006_2	52598.EE36_12063	1.87e-155	437.0	COG2021@1|root,COG2021@2|Bacteria,1RDEH@1224|Proteobacteria,2U267@28211|Alphaproteobacteria,3ZV1F@60136|Sulfitobacter	28211|Alphaproteobacteria	E	Alpha/beta hydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6
TARA_ARC_108_MAG_00083_000000000006_3	52598.EE36_12068	1.03e-130	372.0	COG3791@1|root,COG3791@2|Bacteria,1MZTR@1224|Proteobacteria,2UDJN@28211|Alphaproteobacteria,3ZXKS@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Glutathione-dependent formaldehyde-activating	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00083_000000000006_4	52598.EE36_12073	2.06e-313	854.0	COG4553@1|root,COG4553@2|Bacteria,1MVUH@1224|Proteobacteria,2TQXW@28211|Alphaproteobacteria,3ZVTA@60136|Sulfitobacter	28211|Alphaproteobacteria	I	PHB de-polymerase C-terminus	phaZ	-	3.1.1.75	ko:K05973	ko00650,map00650	-	R05118	-	ko00000,ko00001,ko01000	-	-	-	PHB_depo_C
TARA_ARC_108_MAG_00083_000000000006_5	52598.EE36_12078	0.0	1136.0	COG3243@1|root,COG3243@2|Bacteria,1MU68@1224|Proteobacteria,2TR7S@28211|Alphaproteobacteria,3ZVPQ@60136|Sulfitobacter	28211|Alphaproteobacteria	I	Poly-beta-hydroxybutyrate polymerase (PhaC) N-terminus	phbC	-	-	ko:K03821	ko00650,map00650	-	R04254	RC00004	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1,PhaC_N
TARA_ARC_108_MAG_00083_000000000006_6	52598.EE36_12083	2.53e-54	172.0	29397@1|root,2ZQS1@2|Bacteria,1RD63@1224|Proteobacteria,2U74C@28211|Alphaproteobacteria,3ZXCS@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Phasin protein	phaP	-	-	-	-	-	-	-	-	-	-	-	Phasin_2
TARA_ARC_108_MAG_00083_000000000007_1	1123237.Salmuc_00960	5.72e-57	187.0	COG0249@1|root,COG0249@2|Bacteria	2|Bacteria	L	mismatched DNA binding	mutS	GO:0000018,GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0008301,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0030554,GO:0030983,GO:0031323,GO:0032136,GO:0032300,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043531,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1990391	-	ko:K03555	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	iECW_1372.ECW_m2935,iWFL_1372.ECW_m2935	MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V
