## Wed Jul 12 14:11:27 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dq4unpym --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dq4unpym --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_dq4unpym/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00174_000000000002_18	225937.HP15_2553	0.0	941.0	COG0277@1|root,COG0277@2|Bacteria,1MU6Y@1224|Proteobacteria,1RQX2@1236|Gammaproteobacteria,4649Q@72275|Alteromonadaceae	1236|Gammaproteobacteria	C	COG0277 FAD FMN-containing dehydrogenases	IV02_25675	-	1.1.3.15	ko:K00104	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130	-	R00475	RC00042	ko00000,ko00001,ko01000	-	-	-	FAD-oxidase_C,FAD_binding_4
TARA_ARC_108_MAG_00174_000000000002_19	225937.HP15_2552	4.8e-150	423.0	COG0846@1|root,COG0846@2|Bacteria,1MUK1@1224|Proteobacteria,1RMX5@1236|Gammaproteobacteria,4659I@72275|Alteromonadaceae	1236|Gammaproteobacteria	K	NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form	cobB	-	-	ko:K12410	-	-	-	-	ko00000,ko01000	-	-	-	SIR2
TARA_ARC_108_MAG_00174_000000000002_22	225937.HP15_2551	3.18e-306	836.0	COG0661@1|root,COG0661@2|Bacteria,1MW1J@1224|Proteobacteria,1RQYS@1236|Gammaproteobacteria,467UY@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	unusual protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	ABC1
TARA_ARC_108_MAG_00174_000000000002_23	225937.HP15_2550	3.55e-152	428.0	COG0179@1|root,COG0179@2|Bacteria,1MVFA@1224|Proteobacteria,1RN6Y@1236|Gammaproteobacteria,466CE@72275|Alteromonadaceae	1236|Gammaproteobacteria	Q	COG0179 2-keto-4-pentenoate hydratase 2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	ycgM	-	-	-	-	-	-	-	-	-	-	-	FAA_hydrolase
TARA_ARC_108_MAG_00174_000000000002_24	225937.HP15_2549	9.41e-126	358.0	COG0503@1|root,COG0503@2|Bacteria,1MVZ6@1224|Proteobacteria,1S4VM@1236|Gammaproteobacteria,46DFY@72275|Alteromonadaceae	1236|Gammaproteobacteria	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis	apt	-	2.4.2.7	ko:K00759	ko00230,ko01100,map00230,map01100	-	R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko04147	-	-	iUTI89_1310.UTI89_C0496,ic_1306.c0588	Pribosyltran
TARA_ARC_108_MAG_00174_000000000002_25	225937.HP15_2548	4.31e-280	769.0	COG2252@1|root,COG2252@2|Bacteria,1MUV0@1224|Proteobacteria,1RMBE@1236|Gammaproteobacteria,464EG@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	COG2252 Permeases	purP	-	-	ko:K06901	-	-	-	-	ko00000,ko02000	2.A.1.40	-	-	Xan_ur_permease
TARA_ARC_108_MAG_00174_000000000002_26	225937.HP15_2547	3.19e-143	404.0	COG2860@1|root,COG2860@2|Bacteria,1RHQN@1224|Proteobacteria,1S5YY@1236|Gammaproteobacteria,4684J@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	UPF0126 domain	-	-	-	-	-	-	-	-	-	-	-	-	UPF0126
TARA_ARC_108_MAG_00174_000000000002_27	225937.HP15_2546	2.55e-115	332.0	COG2114@1|root,COG2114@2|Bacteria,1QVUZ@1224|Proteobacteria	1224|Proteobacteria	T	Sensors of blue-light using FAD	-	-	-	-	-	-	-	-	-	-	-	-	BLUF
TARA_ARC_108_MAG_00174_000000000002_28	225937.HP15_2545	3.96e-227	626.0	COG0604@1|root,COG0604@2|Bacteria,1MWRK@1224|Proteobacteria,1SYCA@1236|Gammaproteobacteria,464Q1@72275|Alteromonadaceae	1236|Gammaproteobacteria	C	COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases	qor	-	1.6.5.5	ko:K00344	-	-	-	-	ko00000,ko01000	-	-	-	ADH_N,ADH_zinc_N
TARA_ARC_108_MAG_00174_000000000002_29	1318628.MARLIPOL_02005	0.0	1051.0	COG0318@1|root,COG0318@2|Bacteria,1MWSD@1224|Proteobacteria,1RQD3@1236|Gammaproteobacteria,464J8@72275|Alteromonadaceae	1236|Gammaproteobacteria	IQ	COG0318 Acyl-CoA synthetases (AMP-forming) AMP-acid ligases II	-	-	6.2.1.48	ko:K02182,ko:K13776	ko00281,map00281	-	R08088	RC00004,RC00014	ko00000,ko00001,ko01000,ko01004	-	-	-	AMP-binding,AMP-binding_C
TARA_ARC_108_MAG_00174_000000000002_30	225937.HP15_2543	1.62e-186	519.0	COG1028@1|root,COG1028@2|Bacteria,1MUSQ@1224|Proteobacteria,1RQQ9@1236|Gammaproteobacteria,469WQ@72275|Alteromonadaceae	1236|Gammaproteobacteria	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	hsdl2	-	-	ko:K13775	ko00281,map00281	-	R08087,R08096,R10125,R10126	RC00080,RC00087	ko00000,ko00001	-	-	-	adh_short,adh_short_C2
TARA_ARC_108_MAG_00174_000000000002_31	225937.HP15_2542	0.0	1196.0	COG4770@1|root,COG4770@2|Bacteria,1P6RE@1224|Proteobacteria,1RM95@1236|Gammaproteobacteria,465BW@72275|Alteromonadaceae	1236|Gammaproteobacteria	I	Acetyl propionyl-CoA carboxylase, alpha subunit	mccA	-	6.4.1.4,6.4.1.5	ko:K01968,ko:K13777	ko00280,ko00281,ko01100,map00280,map00281,map01100	M00036	R03494,R04138	RC00367,RC00942	ko00000,ko00001,ko00002,ko01000	-	-	-	Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2
TARA_ARC_108_MAG_00174_000000000002_32	225937.HP15_2541	4.98e-183	510.0	COG1024@1|root,COG1024@2|Bacteria,1MVEC@1224|Proteobacteria,1RP85@1236|Gammaproteobacteria,4670X@72275|Alteromonadaceae	1236|Gammaproteobacteria	I	enoyl-CoA hydratase	atuE	-	4.2.1.57	ko:K13779	ko00281,map00281	-	R03493	RC00941	ko00000,ko00001,ko01000	-	-	-	ECH_1
TARA_ARC_108_MAG_00174_000000000002_33	225937.HP15_2539	2.35e-288	786.0	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,1RW1Q@1236|Gammaproteobacteria,4663X@72275|Alteromonadaceae	1236|Gammaproteobacteria	I	COG1960 Acyl-CoA dehydrogenases	atuD	-	-	ko:K11731	ko00281,map00281	-	R08089	RC01893	ko00000,ko00001,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
TARA_ARC_108_MAG_00174_000000000002_34	225937.HP15_2538	0.0	1042.0	COG4799@1|root,COG4799@2|Bacteria,1MVAX@1224|Proteobacteria,1RNV5@1236|Gammaproteobacteria,46672@72275|Alteromonadaceae	1236|Gammaproteobacteria	I	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	atuC	-	6.4.1.5	ko:K13778	ko00281,map00281	-	R03494	RC00367,RC00942	ko00000,ko00001,ko01000	-	-	-	Carboxyl_trans
TARA_ARC_108_MAG_00174_000000000002_35	225937.HP15_2537	2.42e-202	560.0	COG1028@1|root,COG1028@2|Bacteria,1PFUB@1224|Proteobacteria,1RS3G@1236|Gammaproteobacteria,466BV@72275|Alteromonadaceae	1236|Gammaproteobacteria	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	atuB	-	-	ko:K13774	ko00281,map00281	-	R08087,R08096,R10125,R10126	RC00080,RC00087	ko00000,ko00001	-	-	-	adh_short_C2
TARA_ARC_108_MAG_00174_000000000002_36	225937.HP15_2536	0.0	1141.0	COG3185@1|root,COG3185@2|Bacteria,1MVR0@1224|Proteobacteria,1RR9Q@1236|Gammaproteobacteria,465U3@72275|Alteromonadaceae	1236|Gammaproteobacteria	E	Pfam:DUF1446	atuA	-	-	-	-	-	-	-	-	-	-	-	AtuA
TARA_ARC_108_MAG_00174_000000000002_37	225937.HP15_2535	7.61e-131	373.0	COG1309@1|root,COG1309@2|Bacteria,1RGJ3@1224|Proteobacteria,1S2ZZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	pfiT	-	-	-	-	-	-	-	-	-	-	-	TetR_C_4,TetR_N
TARA_ARC_108_MAG_00174_000000000002_38	225937.HP15_2533	1.47e-243	670.0	28M2K@1|root,2ZAH0@2|Bacteria,1R6X6@1224|Proteobacteria,1RZU7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00174_000000000002_39	225937.HP15_2532	7.83e-239	657.0	COG0715@1|root,COG0715@2|Bacteria,1QVPH@1224|Proteobacteria,1T2FY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	COG0715 ABC-type nitrate sulfonate bicarbonate transport systems periplasmic components	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00174_000000000002_40	225937.HP15_2531	0.0	1222.0	COG1593@1|root,COG1593@2|Bacteria,1PJM6@1224|Proteobacteria,1RPHT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	COG1593 TRAP-type C4-dicarboxylate transport system large permease component	-	-	-	-	-	-	-	-	-	-	-	-	DctM
TARA_ARC_108_MAG_00174_000000000002_41	351348.Maqu_2796	6.6e-238	697.0	COG1404@1|root,COG1404@2|Bacteria,1MU3S@1224|Proteobacteria,1RNB8@1236|Gammaproteobacteria,464PM@72275|Alteromonadaceae	1236|Gammaproteobacteria	O	COG1404 Subtilisin-like serine proteases	bprV	-	-	ko:K14645	ko02024,map02024	-	-	-	ko00000,ko00001,ko01000,ko01002,ko03110	-	-	-	PKD,PPC,Peptidase_S8
TARA_ARC_108_MAG_00174_000000000002_42	225937.HP15_2529	2.4e-41	137.0	2EA4Y@1|root,3349V@2|Bacteria,1NF5A@1224|Proteobacteria,1SFV5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	PrcB C-terminal	-	-	-	-	-	-	-	-	-	-	-	-	PrcB_C
TARA_ARC_108_MAG_00174_000000000002_43	225937.HP15_2527	0.0	1253.0	COG0187@1|root,COG0187@2|Bacteria,1MVH1@1224|Proteobacteria,1RMCI@1236|Gammaproteobacteria,464P4@72275|Alteromonadaceae	1236|Gammaproteobacteria	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parE	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
TARA_ARC_108_MAG_00174_000000000002_44	225937.HP15_2526	0.0	1098.0	COG0471@1|root,COG0490@1|root,COG0471@2|Bacteria,COG0490@2|Bacteria,1MU0K@1224|Proteobacteria,1RMI1@1236|Gammaproteobacteria,464A6@72275|Alteromonadaceae	1236|Gammaproteobacteria	P	COG0471 Di- and tricarboxylate transporters	-	-	-	-	-	-	-	-	-	-	-	-	CitMHS,TrkA_C
TARA_ARC_108_MAG_00174_000000000002_45	225937.HP15_2525	1.77e-316	863.0	COG2200@1|root,COG2200@2|Bacteria,1PDZY@1224|Proteobacteria,1RZPI@1236|Gammaproteobacteria,46BEA@72275|Alteromonadaceae	1236|Gammaproteobacteria	T	COG2200 FOG EAL domain	-	-	-	-	-	-	-	-	-	-	-	-	EAL
TARA_ARC_108_MAG_00174_000000000002_46	225937.HP15_2524	1.55e-120	345.0	COG3038@1|root,COG3038@2|Bacteria,1MZ7X@1224|Proteobacteria,1S3RF@1236|Gammaproteobacteria,467A7@72275|Alteromonadaceae	1236|Gammaproteobacteria	C	COG3038 Cytochrome B561	yceJ	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K12262	-	-	-	-	ko00000	-	-	-	Ni_hydr_CYTB
TARA_ARC_108_MAG_00174_000000000002_47	225937.HP15_2523	1.36e-129	369.0	COG2353@1|root,COG2353@2|Bacteria,1R9XD@1224|Proteobacteria,1S24R@1236|Gammaproteobacteria,466WV@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	Belongs to the UPF0312 family	yceI	-	-	-	-	-	-	-	-	-	-	-	YceI
TARA_ARC_108_MAG_00174_000000000002_49	225937.HP15_2519	0.0	1485.0	COG0188@1|root,COG0188@2|Bacteria,1MURI@1224|Proteobacteria,1RMTC@1236|Gammaproteobacteria,464Q5@72275|Alteromonadaceae	1236|Gammaproteobacteria	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parC	GO:0000819,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006276,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008150,GO:0008152,GO:0009330,GO:0009987,GO:0016020,GO:0016043,GO:0019897,GO:0019898,GO:0022402,GO:0030541,GO:0032991,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046483,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0098813,GO:1901360,GO:1901363	-	ko:K02621	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
