## Wed Jul 12 14:30:08 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_5wm1vpu7 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_5wm1vpu7 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_5wm1vpu7/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00201_000000000001_11	1336803.PHEL49_2553	4.32e-135	389.0	28PKM@1|root,2ZCA0@2|Bacteria,4NHEG@976|Bacteroidetes,1IJ0Z@117743|Flavobacteriia,3VVRP@52959|Polaribacter	976|Bacteroidetes	S	Domain of unknown function (DUF4249)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4249
TARA_ARC_108_MAG_00201_000000000001_12	1250006.JHZZ01000001_gene2467	0.0	1428.0	COG1629@1|root,COG4771@2|Bacteria,4NF4B@976|Bacteroidetes,1HXF4@117743|Flavobacteriia,3VVGR@52959|Polaribacter	976|Bacteroidetes	P	TonB-dependent Receptor Plug Domain	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
TARA_ARC_108_MAG_00201_000000000001_13	313598.MED152_04350	7.42e-266	738.0	COG1538@1|root,COG1538@2|Bacteria,4NGXM@976|Bacteroidetes,1HX9Y@117743|Flavobacteriia,3VX5G@52959|Polaribacter	976|Bacteroidetes	MU	Outer membrane efflux protein	-	-	-	-	-	-	-	-	-	-	-	-	OEP
TARA_ARC_108_MAG_00201_000000000001_14	1250006.JHZZ01000001_gene2469	7.51e-119	352.0	COG0577@1|root,COG0577@2|Bacteria,4NEBD@976|Bacteroidetes,1IIKD@117743|Flavobacteriia,3VWIZ@52959|Polaribacter	976|Bacteroidetes	V	MacB-like periplasmic core domain	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
TARA_ARC_108_MAG_00201_000000000002_1	1336803.PHEL49_0592	3.45e-98	286.0	COG0669@1|root,COG0669@2|Bacteria,4NM84@976|Bacteroidetes,1I1BI@117743|Flavobacteriia,3VWDE@52959|Polaribacter	976|Bacteroidetes	H	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate	coaD	-	2.7.7.3	ko:K00954	ko00770,ko01100,map00770,map01100	M00120	R03035	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
TARA_ARC_108_MAG_00201_000000000002_2	1250006.JHZZ01000001_gene2003	2.05e-187	525.0	COG1181@1|root,COG1181@2|Bacteria,4NE9P@976|Bacteroidetes,1HXXI@117743|Flavobacteriia,3VV4W@52959|Polaribacter	976|Bacteroidetes	F	Belongs to the D-alanine--D-alanine ligase family	ddl	-	6.3.2.4	ko:K01921	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	-	R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N
TARA_ARC_108_MAG_00201_000000000002_3	1250006.JHZZ01000001_gene2002	3.18e-108	314.0	COG2815@1|root,COG2815@2|Bacteria,4NSUI@976|Bacteroidetes,1I0RX@117743|Flavobacteriia,3VW3H@52959|Polaribacter	976|Bacteroidetes	S	PASTA	spk1	-	2.7.11.1,6.3.2.4	ko:K01921,ko:K08884,ko:K12132	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	-	R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01001,ko01011	-	-	-	PASTA
TARA_ARC_108_MAG_00201_000000000002_4	1250005.PHEL85_1241	3.85e-237	653.0	COG0564@1|root,COG0564@2|Bacteria,4NEV3@976|Bacteroidetes,1HY12@117743|Flavobacteriia,3VV2A@52959|Polaribacter	976|Bacteroidetes	J	Responsible for synthesis of pseudouridine from uracil	rluD	-	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
TARA_ARC_108_MAG_00201_000000000003_1	1250006.JHZZ01000001_gene3134	1.07e-105	308.0	COG0127@1|root,COG0127@2|Bacteria,4NM42@976|Bacteroidetes,1I1CS@117743|Flavobacteriia,3VV3I@52959|Polaribacter	976|Bacteroidetes	F	Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions	rdgB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	3.6.1.66	ko:K02428	ko00230,map00230	-	R00426,R00720,R01855,R02100,R02720,R03531	RC00002	ko00000,ko00001,ko01000	-	-	-	Ham1p_like
TARA_ARC_108_MAG_00201_000000000003_2	1250005.PHEL85_0831	3.48e-190	534.0	COG0609@1|root,COG0609@2|Bacteria,4NEDU@976|Bacteroidetes,1HXH4@117743|Flavobacteriia,3VVJE@52959|Polaribacter	976|Bacteroidetes	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	btuC	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
TARA_ARC_108_MAG_00201_000000000003_3	1250006.JHZZ01000001_gene3136	1.39e-150	427.0	COG1120@1|root,COG1120@2|Bacteria,4NG1Q@976|Bacteroidetes,1HWNQ@117743|Flavobacteriia,3VV61@52959|Polaribacter	976|Bacteroidetes	HP	ATPases associated with a variety of cellular activities	-	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
TARA_ARC_108_MAG_00201_000000000003_4	313598.MED152_00685	3.2e-211	588.0	COG2234@1|root,COG2234@2|Bacteria,4NFDJ@976|Bacteroidetes,1HX7X@117743|Flavobacteriia,3VVRX@52959|Polaribacter	976|Bacteroidetes	S	Peptidase family M28	-	-	-	-	-	-	-	-	-	-	-	-	PA,Peptidase_M28
TARA_ARC_108_MAG_00201_000000000003_5	1123035.ARLA01000026_gene157	1.31e-135	403.0	COG1680@1|root,COG4977@1|root,COG1680@2|Bacteria,COG4977@2|Bacteria,4PI6H@976|Bacteroidetes,1ICCD@117743|Flavobacteriia,4C49T@83612|Psychroflexus	976|Bacteroidetes	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
TARA_ARC_108_MAG_00201_000000000003_6	313594.PI23P_08075	1.15e-50	160.0	2E5HN@1|root,33091@2|Bacteria,4NV82@976|Bacteroidetes,1I546@117743|Flavobacteriia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00201_000000000003_7	1120966.AUBU01000006_gene3125	5.39e-32	119.0	COG1680@1|root,COG1680@2|Bacteria,4NHVF@976|Bacteroidetes,47PGQ@768503|Cytophagia	976|Bacteroidetes	V	Beta-lactamase class C and other penicillin binding	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase,DUF3887
TARA_ARC_108_MAG_00201_000000000003_8	688270.Celal_3869	6.38e-28	101.0	2BXI6@1|root,34562@2|Bacteria,4P593@976|Bacteroidetes,1IA78@117743|Flavobacteriia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00201_000000000003_9	1250006.JHZZ01000001_gene2746	8.12e-132	376.0	COG0225@1|root,COG0225@2|Bacteria,4NMAJ@976|Bacteroidetes,1HXRV@117743|Flavobacteriia,3VV8Q@52959|Polaribacter	976|Bacteroidetes	O	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	msrA1	-	1.8.4.11	ko:K07304	-	-	-	-	ko00000,ko01000	-	-	-	PMSR
TARA_ARC_108_MAG_00201_000000000003_10	1250006.JHZZ01000001_gene2745	0.0	971.0	COG2812@1|root,COG2812@2|Bacteria,4NE8A@976|Bacteroidetes,1HXAN@117743|Flavobacteriia,3VVTP@52959|Polaribacter	976|Bacteroidetes	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	-	2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2,DNA_pol3_gamma3
TARA_ARC_108_MAG_00201_000000000003_11	313594.PI23P_08340	3.94e-218	622.0	COG0249@1|root,COG0249@2|Bacteria,4NGEA@976|Bacteroidetes,1HYPR@117743|Flavobacteriia	976|Bacteroidetes	L	MutS domain V	-	-	-	ko:K03555	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	MutS_V
TARA_ARC_108_MAG_00201_000000000003_12	1250006.JHZZ01000001_gene2744	0.0	994.0	COG0025@1|root,COG1226@1|root,COG0025@2|Bacteria,COG1226@2|Bacteria,4PKJ5@976|Bacteroidetes,1HY50@117743|Flavobacteriia,3VUZT@52959|Polaribacter	976|Bacteroidetes	P	Sodium/hydrogen exchanger family	-	-	-	-	-	-	-	-	-	-	-	-	Na_H_Exchanger,TrkA_N
TARA_ARC_108_MAG_00201_000000000003_13	1336803.PHEL49_1714	2.88e-168	473.0	COG0589@1|root,COG0589@2|Bacteria,4NGG8@976|Bacteroidetes,1HYY4@117743|Flavobacteriia,3VVJ8@52959|Polaribacter	976|Bacteroidetes	T	Universal stress protein family	-	-	-	-	-	-	-	-	-	-	-	-	Usp
TARA_ARC_108_MAG_00201_000000000003_14	1336803.PHEL49_1713	0.0	1204.0	COG0659@1|root,COG0659@2|Bacteria,4NE9G@976|Bacteroidetes,1HYXB@117743|Flavobacteriia,3VWC8@52959|Polaribacter	976|Bacteroidetes	P	Sulfate permease family	-	-	-	-	-	-	-	-	-	-	-	-	Sulfate_transp
TARA_ARC_108_MAG_00201_000000000003_15	1250005.PHEL85_0856	8.82e-126	359.0	COG4445@1|root,COG4445@2|Bacteria,4NFY4@976|Bacteroidetes,1HYKM@117743|Flavobacteriia,3VV83@52959|Polaribacter	976|Bacteroidetes	FJ	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)	miaE	-	-	ko:K06169	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	MiaE
TARA_ARC_108_MAG_00201_000000000003_16	1380384.JADN01000011_gene130	1.42e-85	253.0	2ATIR@1|root,31J2R@2|Bacteria,4NR1Z@976|Bacteroidetes,1I2TK@117743|Flavobacteriia	976|Bacteroidetes	S	Domain of unknown function (DUF4268)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4268
TARA_ARC_108_MAG_00201_000000000003_17	1250005.PHEL85_0858	1.87e-63	195.0	COG3296@1|root,COG3296@2|Bacteria,4NQGV@976|Bacteroidetes,1I2WN@117743|Flavobacteriia,3VWPV@52959|Polaribacter	976|Bacteroidetes	S	Domain of unknown function (DUF4870)	-	-	-	ko:K09940	-	-	-	-	ko00000	-	-	-	DUF4870,SHOCT
TARA_ARC_108_MAG_00201_000000000003_18	1250005.PHEL85_0861	3.99e-285	785.0	COG0486@1|root,COG0486@2|Bacteria,4NECT@976|Bacteroidetes,1HWWM@117743|Flavobacteriia,3VWAJ@52959|Polaribacter	976|Bacteroidetes	S	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	mnmE	-	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
TARA_ARC_108_MAG_00201_000000000003_19	1122176.KB903531_gene3073	0.0	922.0	COG2312@1|root,COG2312@2|Bacteria,4PP0J@976|Bacteroidetes	976|Bacteroidetes	E	CotH kinase protein	-	-	-	-	-	-	-	-	-	-	-	-	CHB_HEX_C_1,CotH,LTD
TARA_ARC_108_MAG_00201_000000000003_21	1336803.PHEL49_1705	5.63e-30	115.0	COG1215@1|root,COG1215@2|Bacteria,4NR9Q@976|Bacteroidetes,1I2S5@117743|Flavobacteriia,3VWWG@52959|Polaribacter	976|Bacteroidetes	M	Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
TARA_ARC_108_MAG_00201_000000000003_23	1336803.PHEL49_1704	5.08e-131	375.0	COG3279@1|root,COG3279@2|Bacteria,4NHUZ@976|Bacteroidetes,1HY5V@117743|Flavobacteriia,3VVS9@52959|Polaribacter	976|Bacteroidetes	T	LytTr DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	LytTR,Response_reg
TARA_ARC_108_MAG_00201_000000000003_24	1250005.PHEL85_0876	6.81e-40	135.0	COG2198@1|root,COG2198@2|Bacteria,4NVD5@976|Bacteroidetes,1I5CS@117743|Flavobacteriia,3VWTU@52959|Polaribacter	976|Bacteroidetes	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	Hpt
TARA_ARC_108_MAG_00201_000000000003_25	1046627.BZARG_341	6.86e-186	522.0	COG2070@1|root,COG2070@2|Bacteria,4NFIW@976|Bacteroidetes,1HY76@117743|Flavobacteriia	976|Bacteroidetes	S	related to 2-nitropropane dioxygenase	-	-	1.13.12.16	ko:K00459	ko00910,map00910	-	R00025	RC02541,RC02759	ko00000,ko00001,ko01000	-	-	-	NMO
TARA_ARC_108_MAG_00201_000000000003_27	1250006.JHZZ01000001_gene2691	8.87e-123	372.0	COG2304@1|root,COG2304@2|Bacteria,4NFX3@976|Bacteroidetes,1HY6K@117743|Flavobacteriia	976|Bacteroidetes	M	von Willebrand factor, type A	yfbK	-	-	ko:K07114	-	-	-	-	ko00000,ko02000	1.A.13.2.2,1.A.13.2.3	-	-	CarbopepD_reg_2,DUF3520,Plug,TSP_3,VWA,vWF_A
TARA_ARC_108_MAG_00201_000000000003_29	313594.PI23P_00675	9.43e-20	89.7	COG1629@1|root,COG1629@2|Bacteria,4NDXS@976|Bacteroidetes,1HWYV@117743|Flavobacteriia,3VX00@52959|Polaribacter	976|Bacteroidetes	P	Outer membrane receptor	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
TARA_ARC_108_MAG_00201_000000000003_30	1250006.JHZZ01000001_gene2690	8.78e-178	503.0	COG0318@1|root,COG0318@2|Bacteria,4NEXK@976|Bacteroidetes,1HX5P@117743|Flavobacteriia,3VV94@52959|Polaribacter	976|Bacteroidetes	IQ	AMP-binding enzyme	menE	-	6.2.1.26	ko:K01911	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R04030	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000	-	-	-	AMP-binding,AMP-binding_C
TARA_ARC_108_MAG_00201_000000000003_31	1250006.JHZZ01000001_gene2689	2.44e-182	513.0	COG1266@1|root,COG1266@2|Bacteria,4NFKV@976|Bacteroidetes,1HY21@117743|Flavobacteriia,3VVDH@52959|Polaribacter	976|Bacteroidetes	S	CAAX protease self-immunity	yyaK	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
TARA_ARC_108_MAG_00201_000000000003_32	1250005.PHEL85_1013	9.92e-201	561.0	COG4948@1|root,COG4948@2|Bacteria,4NEBX@976|Bacteroidetes,1HY3V@117743|Flavobacteriia,3VVDW@52959|Polaribacter	976|Bacteroidetes	M	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain	menC	-	-	-	-	-	-	-	-	-	-	-	MR_MLE_C
TARA_ARC_108_MAG_00201_000000000003_33	1250006.JHZZ01000001_gene2687	3.82e-86	257.0	COG3832@1|root,COG3832@2|Bacteria,4NZQW@976|Bacteroidetes,1IHXF@117743|Flavobacteriia,3VWDP@52959|Polaribacter	976|Bacteroidetes	J	glyoxalase III activity	-	-	-	-	-	-	-	-	-	-	-	-	Polyketide_cyc2
TARA_ARC_108_MAG_00201_000000000003_34	1250006.JHZZ01000001_gene2686	1.16e-165	469.0	COG1575@1|root,COG1575@2|Bacteria,4NGCJ@976|Bacteroidetes,1HWR2@117743|Flavobacteriia,3VV6B@52959|Polaribacter	976|Bacteroidetes	H	Belongs to the MenA family. Type 1 subfamily	menA	-	2.5.1.74	ko:K02548	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R05617,R06858,R10757	RC02935,RC02936,RC03264	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	UbiA
TARA_ARC_108_MAG_00201_000000000003_35	1250006.JHZZ01000001_gene2685	8.06e-238	668.0	COG3428@1|root,COG3428@2|Bacteria,4NJ1E@976|Bacteroidetes,1HZ4B@117743|Flavobacteriia,3VV08@52959|Polaribacter	976|Bacteroidetes	S	Bacterial PH domain	-	-	-	ko:K08981	-	-	-	-	ko00000	-	-	-	bPH_2
TARA_ARC_108_MAG_00201_000000000003_36	313598.MED152_03260	3.15e-64	201.0	COG3402@1|root,COG3402@2|Bacteria,4NUVJ@976|Bacteroidetes,1I2NQ@117743|Flavobacteriia,3VWIY@52959|Polaribacter	976|Bacteroidetes	S	Bacterial PH domain	-	-	-	ko:K09167	-	-	-	-	ko00000	-	-	-	bPH_2
TARA_ARC_108_MAG_00201_000000000003_37	1250006.JHZZ01000001_gene2683	3.02e-37	130.0	2B6X6@1|root,31ZX3@2|Bacteria,4PK6N@976|Bacteroidetes,1II2I@117743|Flavobacteriia,3VWWE@52959|Polaribacter	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00201_000000000003_38	313598.MED152_03265	3.27e-181	504.0	COG0247@1|root,COG0247@2|Bacteria,4NDZS@976|Bacteroidetes,1HXAY@117743|Flavobacteriia,3VVKA@52959|Polaribacter	976|Bacteroidetes	C	Cysteine-rich domain	-	-	-	-	-	-	-	-	-	-	-	-	CCG
TARA_ARC_108_MAG_00201_000000000003_39	1250005.PHEL85_1018	6.04e-290	795.0	COG1150@1|root,COG1150@2|Bacteria,4NF3K@976|Bacteroidetes,1HX3N@117743|Flavobacteriia,3VVDS@52959|Polaribacter	976|Bacteroidetes	C	4Fe-4S double cluster binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_8,Fer4_9
TARA_ARC_108_MAG_00201_000000000003_40	1336803.PHEL49_1681	1.13e-152	437.0	COG1463@1|root,COG1463@2|Bacteria,4NHT9@976|Bacteroidetes,1HXN5@117743|Flavobacteriia,3VVPF@52959|Polaribacter	976|Bacteroidetes	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
TARA_ARC_108_MAG_00201_000000000003_41	1250006.JHZZ01000001_gene2679	2.65e-202	567.0	COG0860@1|root,COG0860@2|Bacteria,4NGKC@976|Bacteroidetes,1HX7G@117743|Flavobacteriia,3VVUF@52959|Polaribacter	976|Bacteroidetes	M	Ami_3	amiA	-	3.5.1.28	ko:K01448	ko01503,map01503	M00727	R04112	RC00064,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko03036	-	-	-	Amidase_3
TARA_ARC_108_MAG_00201_000000000003_42	1250006.JHZZ01000001_gene2678	0.0	1427.0	COG1452@1|root,COG1452@2|Bacteria,4NFWD@976|Bacteroidetes,1HXS2@117743|Flavobacteriia,3VV21@52959|Polaribacter	976|Bacteroidetes	M	Organic solvent tolerance protein OstA	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00201_000000000003_43	1250006.JHZZ01000001_gene2676	2.62e-70	216.0	COG0251@1|root,COG0251@2|Bacteria,4NQ8M@976|Bacteroidetes,1I2YH@117743|Flavobacteriia,3VWGV@52959|Polaribacter	976|Bacteroidetes	J	Endoribonuclease L-PSP	yjgF	-	3.5.99.10	ko:K09022	-	-	R11098,R11099	RC03275,RC03354	ko00000,ko01000	-	-	-	Ribonuc_L-PSP
TARA_ARC_108_MAG_00201_000000000003_44	1336803.PHEL49_1677	1.2e-204	570.0	COG0057@1|root,COG0057@2|Bacteria,4NEMF@976|Bacteroidetes,1HYY3@117743|Flavobacteriia,3VW6P@52959|Polaribacter	976|Bacteroidetes	G	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	gap	-	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
