## Tue Jul 25 18:48:53 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p00n6gy4 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p00n6gy4 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_p00n6gy4/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00117_000000000002_2	1402135.SUH3_01295	1.39e-31	113.0	COG0425@1|root,COG0425@2|Bacteria,1MZA5@1224|Proteobacteria,2UF3C@28211|Alphaproteobacteria,3ZY27@60136|Sulfitobacter	28211|Alphaproteobacteria	O	Belongs to the sulfur carrier protein TusA family	tusA	-	-	ko:K04085	ko04122,map04122	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	TusA
TARA_ARC_108_MAG_00117_000000000002_3	83219.PM02_00310	9.34e-140	399.0	COG0785@1|root,COG0785@2|Bacteria,1RCP7@1224|Proteobacteria,2TSAI@28211|Alphaproteobacteria,3ZVQ8@60136|Sulfitobacter	28211|Alphaproteobacteria	O	Cytochrome C biogenesis protein transmembrane region	ccdA	-	-	ko:K06196	-	-	-	-	ko00000,ko02000	5.A.1.2	-	-	DsbD
TARA_ARC_108_MAG_00117_000000000002_5	1121479.AUBS01000015_gene1208	3.71e-30	117.0	COG0596@1|root,COG0596@2|Bacteria,1MXCB@1224|Proteobacteria,2TU0S@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Alpha beta hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00117_000000000003_1	375451.RD1_3397	2.74e-56	185.0	COG0583@1|root,COG0583@2|Bacteria,1MWY0@1224|Proteobacteria,2TSD9@28211|Alphaproteobacteria,2P1XA@2433|Roseobacter	28211|Alphaproteobacteria	K	COG0583 Transcriptional regulator	-	-	-	ko:K03566	ko02026,map02026	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_1,LysR_substrate
TARA_ARC_108_MAG_00117_000000000003_3	1402135.SUH3_15035	1.64e-151	428.0	COG1028@1|root,COG1028@2|Bacteria,1MUEV@1224|Proteobacteria,2TRCF@28211|Alphaproteobacteria,3ZVQ5@60136|Sulfitobacter	28211|Alphaproteobacteria	IQ	KR domain	phbB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	1.1.1.36	ko:K00023	ko00630,ko00650,ko01120,ko01200,map00630,map00650,map01120,map01200	M00373	R01779,R01977	RC00103,RC00117	ko00000,ko00001,ko00002,ko01000	-	-	-	adh_short_C2
TARA_ARC_108_MAG_00117_000000000003_4	314270.RB2083_2755	6.93e-62	199.0	COG0183@1|root,COG0183@2|Bacteria,1MU5G@1224|Proteobacteria,2TQQ7@28211|Alphaproteobacteria,3ZGZ4@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	I	Belongs to the thiolase family	phbA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.3.1.9	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00088,M00095,M00373,M00374,M00375	R00238,R01177	RC00004,RC00326	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Thiolase_C,Thiolase_N
TARA_ARC_108_MAG_00117_000000000004_3	571166.KI421509_gene2245	5.15e-135	385.0	COG0081@1|root,COG0081@2|Bacteria,1MUE6@1224|Proteobacteria,2TRXP@28211|Alphaproteobacteria	28211|Alphaproteobacteria	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	rplA	GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02863	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L1
TARA_ARC_108_MAG_00117_000000000004_4	1002340.AFCF01000076_gene2187	6.34e-87	256.0	COG0080@1|root,COG0080@2|Bacteria,1RA2M@1224|Proteobacteria,2U760@28211|Alphaproteobacteria,34F99@302485|Phaeobacter	28211|Alphaproteobacteria	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors	rplK	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02867	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L11,Ribosomal_L11_N
TARA_ARC_108_MAG_00117_000000000004_5	375451.RD1_4024	6.13e-108	315.0	COG0250@1|root,COG0250@2|Bacteria,1MU14@1224|Proteobacteria,2TRID@28211|Alphaproteobacteria,2P0YY@2433|Roseobacter	28211|Alphaproteobacteria	K	Participates in transcription elongation, termination and antitermination	nusG	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	ko:K02601	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	KOW,NusG
TARA_ARC_108_MAG_00117_000000000004_6	1342299.Z947_1360	1.35e-28	103.0	COG0690@1|root,COG0690@2|Bacteria,1N75P@1224|Proteobacteria,2UF51@28211|Alphaproteobacteria,3ZY4G@60136|Sulfitobacter	28211|Alphaproteobacteria	U	Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation	secE	-	-	ko:K03073	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	SecE
TARA_ARC_108_MAG_00117_000000000004_7	1380367.JIBC01000017_gene2901	6.72e-32	121.0	2E18D@1|root,32WNW@2|Bacteria,1N6GT@1224|Proteobacteria,2UDZQ@28211|Alphaproteobacteria,3ZXG9@60136|Sulfitobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00117_000000000004_8	391616.OA238_c38000	1.03e-121	358.0	COG0025@1|root,COG0025@2|Bacteria,1MW5T@1224|Proteobacteria,2TQME@28211|Alphaproteobacteria	28211|Alphaproteobacteria	P	COG0025 NhaP-type Na H and K H antiporters	-	-	-	ko:K03316	-	-	-	-	ko00000	2.A.36	-	-	Na_H_Exchanger
TARA_ARC_108_MAG_00117_000000000005_2	391616.OA238_c08980	2.16e-213	597.0	COG2864@1|root,COG2864@2|Bacteria,1MXFQ@1224|Proteobacteria,2TT30@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	formate dehydrogenase	fdnI	-	-	ko:K00127	ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200	-	R00519	RC02796	ko00000,ko00001	-	-	-	Ni_hydr_CYTB
TARA_ARC_108_MAG_00117_000000000005_3	388401.RB2150_09199	1.08e-146	412.0	COG0437@1|root,COG0437@2|Bacteria,1MU5T@1224|Proteobacteria,2VEY7@28211|Alphaproteobacteria,3ZG9W@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	C	Fe-S-cluster-containing hydrogenase	fdhB	-	-	ko:K00124	ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200	-	R00519	RC02796	ko00000,ko00001	-	-	-	Fer4,Fer4_11,Fer4_7
TARA_ARC_108_MAG_00117_000000000005_4	391616.OA238_c08960	0.0	1792.0	COG0243@1|root,COG3383@1|root,COG0243@2|Bacteria,COG3383@2|Bacteria,1MW3N@1224|Proteobacteria,2TTPX@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	fdhF	-	1.17.1.9	ko:K00123	ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200	-	R00519	RC02796	ko00000,ko00001,ko01000	-	-	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding
TARA_ARC_108_MAG_00117_000000000005_5	52598.EE36_05923	2.42e-23	90.1	2E61H@1|root,330QR@2|Bacteria,1N7GU@1224|Proteobacteria,2UFWR@28211|Alphaproteobacteria,3ZY33@60136|Sulfitobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	UCR_Fe-S_N
TARA_ARC_108_MAG_00117_000000000005_6	391616.OA238_c08950	1.23e-109	319.0	COG3381@1|root,COG3381@2|Bacteria,1MWWM@1224|Proteobacteria,2TU06@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	chaperone TorD	torD	-	-	-	-	-	-	-	-	-	-	-	Nitrate_red_del,YdaS_antitoxin
TARA_ARC_108_MAG_00117_000000000005_7	391616.OA238_c08940	4.66e-64	203.0	2DP0X@1|root,3302S@2|Bacteria,1RIRD@1224|Proteobacteria,2UA7P@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3306)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3306
TARA_ARC_108_MAG_00117_000000000005_8	391616.OA238_c08930	4.39e-103	301.0	COG0746@1|root,COG0746@2|Bacteria,1RB53@1224|Proteobacteria,2TUXF@28211|Alphaproteobacteria	28211|Alphaproteobacteria	H	Protein of unknown function (DUF3305)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3305
TARA_ARC_108_MAG_00117_000000000005_9	391616.OA238_c08920	0.0	928.0	COG1146@1|root,COG1149@1|root,COG1146@2|Bacteria,COG1149@2|Bacteria,1QUES@1224|Proteobacteria,2TXGJ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	4Fe-4S dicluster domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4
TARA_ARC_108_MAG_00117_000000000005_10	391616.OA238_c08910	1.55e-103	306.0	COG2010@1|root,COG2010@2|Bacteria,1RB6G@1224|Proteobacteria,2U5XE@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	Cytochrome c	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C
TARA_ARC_108_MAG_00117_000000000005_11	1342302.JASC01000005_gene656	4.44e-31	109.0	2E7PS@1|root,3325B@2|Bacteria,1N7R7@1224|Proteobacteria,2UFCM@28211|Alphaproteobacteria,3ZY0H@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Evidence 4 Homologs of previously reported genes of	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00117_000000000005_12	391616.OA238_c08890	4.04e-214	596.0	COG0489@1|root,COG0489@2|Bacteria,1MU7R@1224|Proteobacteria,2TRDM@28211|Alphaproteobacteria	28211|Alphaproteobacteria	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	mrp	-	-	ko:K03593	-	-	-	-	ko00000,ko03029,ko03036	-	-	-	FeS_assembly_P,ParA
TARA_ARC_108_MAG_00117_000000000005_13	391616.OA238_c08880	1.02e-130	375.0	COG0340@1|root,COG0340@2|Bacteria,1N1WU@1224|Proteobacteria,2TQK4@28211|Alphaproteobacteria	28211|Alphaproteobacteria	H	COG0340 Biotin-(acetyl-CoA carboxylase) ligase	-	-	-	-	-	-	-	-	-	-	-	-	BPL_LplA_LipB_2,DUF4444
TARA_ARC_108_MAG_00117_000000000006_1	999550.KI421507_gene2705	2.68e-16	73.6	2BD8U@1|root,326X3@2|Bacteria,1RJYP@1224|Proteobacteria,2UARN@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SnoaL_2
TARA_ARC_108_MAG_00117_000000000006_2	391595.RLO149_c030610	3.66e-198	553.0	COG1744@1|root,COG1744@2|Bacteria,1NGHH@1224|Proteobacteria,2TR36@28211|Alphaproteobacteria,2P15U@2433|Roseobacter	28211|Alphaproteobacteria	S	ABC-type transport system, periplasmic component surface lipoprotein	tmpC	-	-	ko:K07335	-	-	-	-	ko00000	-	-	-	Bmp
TARA_ARC_108_MAG_00117_000000000006_3	375451.RD1_1648	1.22e-41	142.0	COG0454@1|root,COG0456@2|Bacteria,1RIE6@1224|Proteobacteria,2UF5C@28211|Alphaproteobacteria,2P3ME@2433|Roseobacter	28211|Alphaproteobacteria	K	COG0456 Acetyltransferases	rimI	-	2.3.1.128	ko:K03789	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_1,Acetyltransf_10
TARA_ARC_108_MAG_00117_000000000006_4	1402135.SUH3_17710	4.88e-58	187.0	COG1214@1|root,COG1214@2|Bacteria,1MXPH@1224|Proteobacteria,2TTM2@28211|Alphaproteobacteria,3ZXF0@60136|Sulfitobacter	28211|Alphaproteobacteria	O	Glycoprotease family	yeaZ	-	2.3.1.234	ko:K01409,ko:K14742	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
TARA_ARC_108_MAG_00117_000000000006_5	391595.RLO149_c030580	9.27e-125	356.0	COG0694@1|root,COG0694@2|Bacteria,1MVQ1@1224|Proteobacteria,2TUD1@28211|Alphaproteobacteria,2P1PC@2433|Roseobacter	28211|Alphaproteobacteria	O	COG0694 Thioredoxin-like proteins and domains	nifU	-	-	-	-	-	-	-	-	-	-	-	Nfu_N,NifU
TARA_ARC_108_MAG_00117_000000000006_7	375451.RD1_1652	1.19e-89	264.0	COG0589@1|root,COG0589@2|Bacteria,1R9XB@1224|Proteobacteria,2U59E@28211|Alphaproteobacteria,2P2WG@2433|Roseobacter	28211|Alphaproteobacteria	T	COG0589 Universal stress protein UspA and related nucleotide-binding proteins	MA20_23830	-	-	-	-	-	-	-	-	-	-	-	Usp
TARA_ARC_108_MAG_00117_000000000006_8	52598.EE36_09520	2.77e-46	156.0	COG0115@1|root,COG0115@2|Bacteria,1MX5D@1224|Proteobacteria,2TRVR@28211|Alphaproteobacteria,3ZVC2@60136|Sulfitobacter	28211|Alphaproteobacteria	EH	Amino-transferase class IV	-	-	2.6.1.42	ko:K00826	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00036,M00119,M00570	R01090,R01214,R02199,R10991	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_4
TARA_ARC_108_MAG_00117_000000000007_1	246200.SPO0664	1.87e-170	484.0	COG4608@1|root,COG4608@2|Bacteria,1NU4K@1224|Proteobacteria,2TQTV@28211|Alphaproteobacteria,4NC03@97050|Ruegeria	28211|Alphaproteobacteria	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K02032,ko:K10823	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
TARA_ARC_108_MAG_00117_000000000007_2	246200.SPO0663	3.79e-181	511.0	COG0444@1|root,COG0444@2|Bacteria,1R4KB@1224|Proteobacteria,2TR0J@28211|Alphaproteobacteria,4NA1D@97050|Ruegeria	28211|Alphaproteobacteria	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K02031,ko:K15583	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
TARA_ARC_108_MAG_00117_000000000007_3	246200.SPO0662	1.15e-162	461.0	COG1173@1|root,COG1173@2|Bacteria,1MVHY@1224|Proteobacteria,2TQVQ@28211|Alphaproteobacteria,4NDBC@97050|Ruegeria	28211|Alphaproteobacteria	P	N-terminal TM domain of oligopeptide transport permease C	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
TARA_ARC_108_MAG_00117_000000000007_4	388401.RB2150_09989	3.65e-187	525.0	COG0601@1|root,COG0601@2|Bacteria,1MU8Z@1224|Proteobacteria,2TQJC@28211|Alphaproteobacteria,3ZI0I@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	P	COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components	-	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
TARA_ARC_108_MAG_00117_000000000007_5	388401.RB2150_09984	0.0	891.0	COG0747@1|root,COG0747@2|Bacteria,1MUZH@1224|Proteobacteria,2TS14@28211|Alphaproteobacteria,3ZIP7@58840|unclassified Rhodobacteraceae	28211|Alphaproteobacteria	E	ABC-type dipeptide transport system, periplasmic component	-	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
TARA_ARC_108_MAG_00117_000000000007_6	246200.SPO0659	1.03e-122	361.0	COG0583@1|root,COG0583@2|Bacteria,1MU8N@1224|Proteobacteria,2TUQK@28211|Alphaproteobacteria,4NB8N@97050|Ruegeria	28211|Alphaproteobacteria	K	Transcriptional regulator, LysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
TARA_ARC_108_MAG_00117_000000000007_7	246200.SPO0658	3.31e-310	855.0	COG1574@1|root,COG1574@2|Bacteria,1MWP2@1224|Proteobacteria,2TXAW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	metal-dependent hydrolase with the TIM-barrel fold	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_3
TARA_ARC_108_MAG_00117_000000000007_8	246200.SPO0657	4.21e-93	285.0	COG0523@1|root,COG0523@2|Bacteria,1MVZV@1224|Proteobacteria,2VGB7@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	G3E family	-	-	-	-	-	-	-	-	-	-	-	-	CobW_C,cobW
TARA_ARC_108_MAG_00117_000000000008_1	439497.RR11_1858	8.78e-32	112.0	COG5481@1|root,COG5481@2|Bacteria,1NG9U@1224|Proteobacteria,2UFXJ@28211|Alphaproteobacteria,4NCMR@97050|Ruegeria	28211|Alphaproteobacteria	S	Protein of unknown function (DUF465)	MA20_03740	-	-	-	-	-	-	-	-	-	-	-	DUF465
