#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00212_000000000005_5	227086.JGI_V11_33677	5.38e-68	217.0	2D45J@1|root,2STZB@2759|Eukaryota	2759|Eukaryota	S	Nitroreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Nitroreductase
TARA_ARC_108_MAG_00212_000000000005_6	35128.Thaps28317	1.54e-57	185.0	COG0756@1|root,KOG3370@2759|Eukaryota,2XCMM@2836|Bacillariophyta	2836|Bacillariophyta	F	dUTPase	-	-	3.6.1.23	ko:K01520	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00053	R02100,R11896	RC00002	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	dUTPase
TARA_ARC_108_MAG_00212_000000000006_4	35128.Thaps9252	7.06e-101	311.0	2F3H1@1|root,2T4GE@2759|Eukaryota,2XEXT@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000006_5	159749.K0SHP4	6.26e-26	110.0	2F3H1@1|root,2T4GE@2759|Eukaryota,2XEXT@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000007_2	2850.Phatr42928	2.34e-20	102.0	COG5118@1|root,KOG2009@2759|Eukaryota,2XDYW@2836|Bacillariophyta	2836|Bacillariophyta	K	Myb DNA-binding like	-	-	-	ko:K15198	-	-	-	-	ko00000,ko03021	-	-	-	Myb_DNA-bind_7
TARA_ARC_108_MAG_00212_000000000007_4	2850.Phatr42926	3.68e-33	137.0	KOG2061@1|root,KOG2061@2759|Eukaryota,2XD3E@2836|Bacillariophyta	2836|Bacillariophyta	S	Programmed cell death protein 2, C-terminal putative domain	-	-	-	-	-	-	-	-	-	-	-	-	PDCD2_C
TARA_ARC_108_MAG_00212_000000000008_1	35128.Thaps36928	3.35e-15	70.1	2AJ2R@1|root,2RZVV@2759|Eukaryota,2XD7N@2836|Bacillariophyta	2836|Bacillariophyta	S	Conserved hypothetical protein (Lin0512_fam)	-	-	-	-	-	-	-	-	-	-	-	-	Lin0512_fam
TARA_ARC_108_MAG_00212_000000000008_3	2850.Phatr55069	2.65e-56	195.0	COG1024@1|root,KOG1683@2759|Eukaryota,2XARX@2836|Bacillariophyta	2836|Bacillariophyta	I	Belongs to the enoyl-CoA hydratase isomerase family	FAO1	-	-	-	-	-	-	-	-	-	-	-	3HCDH,3HCDH_N,ECH_1
TARA_ARC_108_MAG_00212_000000000008_4	2850.Phatr55069	1.6e-52	186.0	COG1024@1|root,KOG1683@2759|Eukaryota,2XARX@2836|Bacillariophyta	2836|Bacillariophyta	I	Belongs to the enoyl-CoA hydratase isomerase family	FAO1	-	-	-	-	-	-	-	-	-	-	-	3HCDH,3HCDH_N,ECH_1
TARA_ARC_108_MAG_00212_000000000008_5	2850.Phatr55069	5.96e-97	314.0	COG1024@1|root,KOG1683@2759|Eukaryota,2XARX@2836|Bacillariophyta	2836|Bacillariophyta	I	Belongs to the enoyl-CoA hydratase isomerase family	FAO1	-	-	-	-	-	-	-	-	-	-	-	3HCDH,3HCDH_N,ECH_1
TARA_ARC_108_MAG_00212_000000000009_2	2850.Phatr13358	1.83e-46	156.0	COG0723@1|root,KOG1671@2759|Eukaryota,2XCDQ@2836|Bacillariophyta	2836|Bacillariophyta	C	Cytochrome b6-f complex iron-sulfur subunit	-	-	1.10.9.1	ko:K02636	ko00195,ko01100,map00195,map01100	M00162	R03817,R08409	RC01002	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	CytB6-F_Fe-S,Rieske
TARA_ARC_108_MAG_00212_000000000009_3	2850.Phatr13358	1.77e-47	155.0	COG0723@1|root,KOG1671@2759|Eukaryota,2XCDQ@2836|Bacillariophyta	2836|Bacillariophyta	C	Cytochrome b6-f complex iron-sulfur subunit	-	-	1.10.9.1	ko:K02636	ko00195,ko01100,map00195,map01100	M00162	R03817,R08409	RC01002	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	CytB6-F_Fe-S,Rieske
TARA_ARC_108_MAG_00212_000000000009_4	2850.Phatr46656	8.19e-39	153.0	COG1208@1|root,KOG1462@2759|Eukaryota,2XDAJ@2836|Bacillariophyta	2836|Bacillariophyta	JM	translation initiation factor activity	-	-	-	ko:K03241	ko03013,map03013	-	-	-	ko00000,ko00001,ko03012	-	-	-	Hexapep
TARA_ARC_108_MAG_00212_000000000009_5	2850.Phatr46656	2.91e-31	127.0	COG1208@1|root,KOG1462@2759|Eukaryota,2XDAJ@2836|Bacillariophyta	2836|Bacillariophyta	JM	translation initiation factor activity	-	-	-	ko:K03241	ko03013,map03013	-	-	-	ko00000,ko00001,ko03012	-	-	-	Hexapep
TARA_ARC_108_MAG_00212_000000000010_8	2850.Phatr42673	8.64e-95	298.0	COG5047@1|root,KOG1986@2759|Eukaryota,2XAQH@2836|Bacillariophyta	2836|Bacillariophyta	U	Gelsolin repeat	-	-	-	ko:K14006	ko04141,map04141	M00404	-	-	ko00000,ko00001,ko00002,ko04131	-	-	-	Gelsolin,Sec23_BS,Sec23_helical,Sec23_trunk,zf-Sec23_Sec24
TARA_ARC_108_MAG_00212_000000000011_1	4558.Sb09g000390.1	3.07e-05	54.3	COG0457@1|root,COG0666@1|root,KOG0504@2759|Eukaryota,KOG0548@2759|Eukaryota,37HF2@33090|Viridiplantae,3G8J9@35493|Streptophyta,3KNSD@4447|Liliopsida,3ICE1@38820|Poales	35493|Streptophyta	O	Ankyrin repeat	-	-	-	-	-	-	-	-	-	-	-	-	Ank_2,Ank_3,Ank_4,Ank_5,DUF1685,TPR_17,TPR_8
TARA_ARC_108_MAG_00212_000000000011_3	35128.Thaps8701	2.5e-27	122.0	2CV05@1|root,2S4FA@2759|Eukaryota,2XGVG@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000011_5	2850.Phatr54168	1.62e-19	89.4	COG0707@1|root,2QPXV@2759|Eukaryota,2XBEY@2836|Bacillariophyta	2836|Bacillariophyta	M	Monogalactosyldiacylglycerol (MGDG) synthase	-	-	2.4.1.46	ko:K03715	ko00561,ko01100,map00561,map01100	-	R02691	RC00005,RC00059	ko00000,ko00001,ko01000,ko01003	-	GT28	-	Glyco_tran_28_C,MGDG_synth
TARA_ARC_108_MAG_00212_000000000011_6	2850.Phatr54168	4.43e-109	335.0	COG0707@1|root,2QPXV@2759|Eukaryota,2XBEY@2836|Bacillariophyta	2836|Bacillariophyta	M	Monogalactosyldiacylglycerol (MGDG) synthase	-	-	2.4.1.46	ko:K03715	ko00561,ko01100,map00561,map01100	-	R02691	RC00005,RC00059	ko00000,ko00001,ko01000,ko01003	-	GT28	-	Glyco_tran_28_C,MGDG_synth
TARA_ARC_108_MAG_00212_000000000012_1	35128.Thaps29771	6.73e-112	363.0	COG5032@1|root,KOG0891@2759|Eukaryota,2XA92@2836|Bacillariophyta	2836|Bacillariophyta	L	Rapamycin binding domain	-	-	2.7.11.1	ko:K07203	ko01521,ko01522,ko04012,ko04066,ko04072,ko04136,ko04138,ko04139,ko04140,ko04150,ko04151,ko04152,ko04211,ko04212,ko04213,ko04218,ko04371,ko04630,ko04659,ko04714,ko04910,ko04919,ko04920,ko04930,ko04931,ko05165,ko05167,ko05200,ko05205,ko05206,ko05210,ko05212,ko05214,ko05215,ko05221,ko05224,ko05225,ko05226,ko05230,ko05231,map01521,map01522,map04012,map04066,map04072,map04136,map04138,map04139,map04140,map04150,map04151,map04152,map04211,map04212,map04213,map04218,map04371,map04630,map04659,map04714,map04910,map04919,map04920,map04930,map04931,map05165,map05167,map05200,map05205,map05206,map05210,map05212,map05214,map05215,map05221,map05224,map05225,map05226,map05230,map05231	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131	-	-	-	DUF3385,FAT,FATC,FRB_dom,PI3_PI4_kinase
TARA_ARC_108_MAG_00212_000000000012_2	2850.Phatr21660	6.17e-97	326.0	COG5032@1|root,KOG0891@2759|Eukaryota,2XA92@2836|Bacillariophyta	2836|Bacillariophyta	L	Rapamycin binding domain	-	-	2.7.11.1	ko:K07203	ko01521,ko01522,ko04012,ko04066,ko04072,ko04136,ko04138,ko04139,ko04140,ko04150,ko04151,ko04152,ko04211,ko04212,ko04213,ko04218,ko04371,ko04630,ko04659,ko04714,ko04910,ko04919,ko04920,ko04930,ko04931,ko05165,ko05167,ko05200,ko05205,ko05206,ko05210,ko05212,ko05214,ko05215,ko05221,ko05224,ko05225,ko05226,ko05230,ko05231,map01521,map01522,map04012,map04066,map04072,map04136,map04138,map04139,map04140,map04150,map04151,map04152,map04211,map04212,map04213,map04218,map04371,map04630,map04659,map04714,map04910,map04919,map04920,map04930,map04931,map05165,map05167,map05200,map05205,map05206,map05210,map05212,map05214,map05215,map05221,map05224,map05225,map05226,map05230,map05231	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131	-	-	-	DUF3385,FAT,FATC,FRB_dom,PI3_PI4_kinase
TARA_ARC_108_MAG_00212_000000000012_3	2850.Phatr21660	8.88e-14	70.9	COG5032@1|root,KOG0891@2759|Eukaryota,2XA92@2836|Bacillariophyta	2836|Bacillariophyta	L	Rapamycin binding domain	-	-	2.7.11.1	ko:K07203	ko01521,ko01522,ko04012,ko04066,ko04072,ko04136,ko04138,ko04139,ko04140,ko04150,ko04151,ko04152,ko04211,ko04212,ko04213,ko04218,ko04371,ko04630,ko04659,ko04714,ko04910,ko04919,ko04920,ko04930,ko04931,ko05165,ko05167,ko05200,ko05205,ko05206,ko05210,ko05212,ko05214,ko05215,ko05221,ko05224,ko05225,ko05226,ko05230,ko05231,map01521,map01522,map04012,map04066,map04072,map04136,map04138,map04139,map04140,map04150,map04151,map04152,map04211,map04212,map04213,map04218,map04371,map04630,map04659,map04714,map04910,map04919,map04920,map04930,map04931,map05165,map05167,map05200,map05205,map05206,map05210,map05212,map05214,map05215,map05221,map05224,map05225,map05226,map05230,map05231	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131	-	-	-	DUF3385,FAT,FATC,FRB_dom,PI3_PI4_kinase
TARA_ARC_108_MAG_00212_000000000013_3	159749.K0R888	4.75e-23	111.0	2D7M3@1|root,2T6PA@2759|Eukaryota,2XFMI@2836|Bacillariophyta	2836|Bacillariophyta	S	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	-	-	-	-	-	-	-	-	-	-	-	-	SET
TARA_ARC_108_MAG_00212_000000000016_2	2850.Phatr44054	9.55e-133	398.0	28Q43@1|root,2QWSX@2759|Eukaryota,2XA49@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000016_3	2850.Phatr44054	5.48e-39	145.0	28Q43@1|root,2QWSX@2759|Eukaryota,2XA49@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000017_2	2850.Phatr54065	2.5e-63	199.0	2A0A8@1|root,2RXY6@2759|Eukaryota,2XETV@2836|Bacillariophyta	2759|Eukaryota	P	fucoxanthin chlorophyll a c protein	Lhcx2	-	-	-	-	-	-	-	-	-	-	-	Chloroa_b-bind
TARA_ARC_108_MAG_00212_000000000017_3	2850.Phatr54065	1.98e-14	77.4	2A0A8@1|root,2RXY6@2759|Eukaryota,2XETV@2836|Bacillariophyta	2759|Eukaryota	P	fucoxanthin chlorophyll a c protein	Lhcx2	-	-	-	-	-	-	-	-	-	-	-	Chloroa_b-bind
TARA_ARC_108_MAG_00212_000000000017_4	72019.SARC_08326T0	3.23e-18	91.3	COG1080@1|root,2QREJ@2759|Eukaryota,39S2E@33154|Opisthokonta	33154|Opisthokonta	G	pyruvate, phosphate dikinase activity	-	-	2.7.9.2	ko:K01007	ko00620,ko00680,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00720,map01100,map01120,map01200	M00173,M00374	R00199	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
TARA_ARC_108_MAG_00212_000000000017_6	72019.SARC_08326T0	5.73e-08	57.0	COG1080@1|root,2QREJ@2759|Eukaryota,39S2E@33154|Opisthokonta	33154|Opisthokonta	G	pyruvate, phosphate dikinase activity	-	-	2.7.9.2	ko:K01007	ko00620,ko00680,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00720,map01100,map01120,map01200	M00173,M00374	R00199	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
TARA_ARC_108_MAG_00212_000000000017_7	72019.SARC_08326T0	3.38e-12	70.1	COG1080@1|root,2QREJ@2759|Eukaryota,39S2E@33154|Opisthokonta	33154|Opisthokonta	G	pyruvate, phosphate dikinase activity	-	-	2.7.9.2	ko:K01007	ko00620,ko00680,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00720,map01100,map01120,map01200	M00173,M00374	R00199	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
TARA_ARC_108_MAG_00212_000000000017_8	72019.SARC_08326T0	8.81e-43	160.0	COG1080@1|root,2QREJ@2759|Eukaryota,39S2E@33154|Opisthokonta	33154|Opisthokonta	G	pyruvate, phosphate dikinase activity	-	-	2.7.9.2	ko:K01007	ko00620,ko00680,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00720,map01100,map01120,map01200	M00173,M00374	R00199	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
TARA_ARC_108_MAG_00212_000000000018_1	159749.K0SCU3	1.82e-19	91.3	KOG1477@1|root,KOG1477@2759|Eukaryota,2XGJY@2836|Bacillariophyta	2759|Eukaryota	S	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	-	-	-	-	-	-	-	-	-	-	-	-	Ank_2,Ank_3,CLTH,F-box,SPRY
TARA_ARC_108_MAG_00212_000000000018_2	2850.Phatr45238	6.18e-58	189.0	COG1576@1|root,2RXV6@2759|Eukaryota	2759|Eukaryota	J	methyltransferase activity	-	-	2.1.1.177	ko:K00783	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SPOUT_MTase
TARA_ARC_108_MAG_00212_000000000018_5	159749.K0QZJ9	5.17e-202	565.0	COG0181@1|root,KOG2892@2759|Eukaryota,2XACS@2836|Bacillariophyta	2836|Bacillariophyta	H	Porphobilinogen deaminase, dipyromethane cofactor binding domain	-	-	2.5.1.61	ko:K01749	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R00084	RC02317	ko00000,ko00001,ko00002,ko01000	-	-	-	Porphobil_deam,Porphobil_deamC
TARA_ARC_108_MAG_00212_000000000019_4	2850.Phatr37341	7.26e-309	865.0	COG0028@1|root,KOG4166@2759|Eukaryota,2XFQC@2836|Bacillariophyta	2836|Bacillariophyta	EH	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	-	-	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
TARA_ARC_108_MAG_00212_000000000019_6	2880.D8LSS5	3.91e-07	53.5	KOG4378@1|root,KOG4378@2759|Eukaryota	2759|Eukaryota	S	protein localization to centrosome	-	-	-	ko:K16547	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	WD40
TARA_ARC_108_MAG_00212_000000000020_3	159749.K0T5J1	3.14e-51	174.0	COG0461@1|root,KOG1377@2759|Eukaryota	2759|Eukaryota	F	'de novo' UMP biosynthetic process	-	-	2.4.2.10,4.1.1.23	ko:K00762,ko:K01591,ko:K13421	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00051	R00965,R01870,R08231	RC00063,RC00409,RC00611	ko00000,ko00001,ko00002,ko01000	-	-	-	OMPdecase,Pribosyltran
TARA_ARC_108_MAG_00212_000000000020_4	159749.K0T5J1	5.41e-63	206.0	COG0461@1|root,KOG1377@2759|Eukaryota	2759|Eukaryota	F	'de novo' UMP biosynthetic process	-	-	2.4.2.10,4.1.1.23	ko:K00762,ko:K01591,ko:K13421	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00051	R00965,R01870,R08231	RC00063,RC00409,RC00611	ko00000,ko00001,ko00002,ko01000	-	-	-	OMPdecase,Pribosyltran
TARA_ARC_108_MAG_00212_000000000021_4	2850.Phatr45465	5.91e-28	122.0	29NJC@1|root,2RVW7@2759|Eukaryota,2XBB0@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000021_5	2850.Phatr47967	1.91e-64	230.0	COG2520@1|root,KOG2078@2759|Eukaryota,2XDB3@2836|Bacillariophyta	2836|Bacillariophyta	H	Met-10+ like-protein	-	-	2.1.1.228	ko:K15429	-	-	R00597	RC00003,RC00334	ko00000,ko01000,ko03016	-	-	-	Met_10
TARA_ARC_108_MAG_00212_000000000022_1	2850.Phatr46041	6.75e-21	95.9	2CMBB@1|root,2QPVH@2759|Eukaryota,2XCRX@2836|Bacillariophyta	2836|Bacillariophyta	S	SnoaL-like domain	-	-	-	-	-	-	-	-	-	-	-	-	SnoaL_3
TARA_ARC_108_MAG_00212_000000000022_3	2850.Phatr25184	1.54e-146	441.0	COG0513@1|root,KOG0327@2759|Eukaryota,2XFNH@2836|Bacillariophyta	2836|Bacillariophyta	A	Type III restriction enzyme, res subunit	-	-	-	-	-	-	-	-	-	-	-	-	DEAD,Helicase_C
TARA_ARC_108_MAG_00212_000000000023_4	159749.K0T5U2	2.77e-122	387.0	COG0564@1|root,KOG1919@2759|Eukaryota	2759|Eukaryota	J	pseudouridine synthase activity	-	-	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2
TARA_ARC_108_MAG_00212_000000000024_3	2850.Phatr46586	1.05e-20	104.0	COG5198@1|root,KOG3187@2759|Eukaryota,2XAWP@2836|Bacillariophyta	2759|Eukaryota	S	3-hydroxy-lignoceroyl-CoA dehydratase activity	-	-	4.2.1.134	ko:K10703	ko00062,ko01040,ko01110,ko01212,map00062,map01040,map01110,map01212	M00415	R07760,R10827	RC00770,RC01095	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	PTPLA
TARA_ARC_108_MAG_00212_000000000025_8	2850.Phatr46692	5.28e-18	85.5	KOG0252@1|root,KOG0252@2759|Eukaryota,2XAMU@2836|Bacillariophyta	2836|Bacillariophyta	P	Sugar (and other) transporter	-	-	-	-	-	-	-	-	-	-	-	-	Sugar_tr
TARA_ARC_108_MAG_00212_000000000026_1	2850.Phatr49626	7.8e-49	192.0	2C0FC@1|root,2T1WY@2759|Eukaryota,2XDX2@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000026_6	159749.K0RZ63	1.64e-13	78.6	2BYVR@1|root,2SWSZ@2759|Eukaryota,2XGQK@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000027_1	159749.K0TE75	7.41e-20	94.4	KOG1987@1|root,KOG1987@2759|Eukaryota,2XGG8@2836|Bacillariophyta	2836|Bacillariophyta	S	Putative DNA-binding (bihelical) motif predicted to be involved in chromosomal organisation	-	-	-	-	-	-	-	-	-	-	-	-	BTB
TARA_ARC_108_MAG_00212_000000000027_2	2850.Phatr42754	1.49e-131	420.0	2EE34@1|root,2SJJI@2759|Eukaryota,2XDFQ@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000028_4	2850.Phatr45465	2.65e-49	177.0	29NJC@1|root,2RVW7@2759|Eukaryota,2XBB0@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00212_000000000028_5	44056.XP_009040502.1	3.86e-125	374.0	COG2355@1|root,KOG4127@2759|Eukaryota	2759|Eukaryota	E	Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0009058,GO:0009403,GO:0009404,GO:0009987,GO:0016787,GO:0016805,GO:0019538,GO:0019748,GO:0043170,GO:0043385,GO:0043386,GO:0044237,GO:0044238,GO:0044249,GO:0044550,GO:0070011,GO:0070573,GO:0071704,GO:0140096,GO:1901564	3.4.13.19	ko:K01273,ko:K08736	ko01524,ko03430,ko05200,ko05210,map01524,map03430,map05200,map05210	-	-	-	ko00000,ko00001,ko00537,ko01000,ko01002,ko03400,ko04147	-	-	-	Peptidase_M19
TARA_ARC_108_MAG_00212_000000000029_1	2903.EOD28619	2.56e-23	115.0	KOG3224@1|root,KOG3224@2759|Eukaryota	2759|Eukaryota	S	DNA damage checkpoint	TIPRL	GO:0000075,GO:0000077,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0007154,GO:0007165,GO:0008150,GO:0009892,GO:0009893,GO:0009987,GO:0010562,GO:0010563,GO:0010604,GO:0010605,GO:0010921,GO:0010922,GO:0010923,GO:0019220,GO:0019222,GO:0023052,GO:0031323,GO:0031324,GO:0031325,GO:0031399,GO:0031400,GO:0031401,GO:0031570,GO:0032268,GO:0032269,GO:0032270,GO:0032515,GO:0032516,GO:0033554,GO:0035303,GO:0035304,GO:0035305,GO:0035306,GO:0035307,GO:0035308,GO:0043085,GO:0043086,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043666,GO:0044092,GO:0044093,GO:0044424,GO:0044444,GO:0044464,GO:0045786,GO:0045936,GO:0045937,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051248,GO:0051336,GO:0051345,GO:0051346,GO:0051716,GO:0051726,GO:0060255,GO:0065007,GO:0065009,GO:0080090	-	ko:K17607	ko04138,map04138	-	-	-	ko00000,ko00001,ko01009	-	-	-	TIP41
TARA_ARC_108_MAG_00212_000000000030_1	2850.Phatr49652	2.82e-269	775.0	COG0793@1|root,2RW0A@2759|Eukaryota,2XASR@2836|Bacillariophyta	2836|Bacillariophyta	M	tail specific protease	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S41
TARA_ARC_108_MAG_00212_000000000030_2	2850.Phatr23375	8.38e-103	320.0	COG0042@1|root,KOG2335@2759|Eukaryota,2XG2M@2836|Bacillariophyta	2836|Bacillariophyta	J	Dihydrouridine synthase (Dus)	-	-	-	-	-	-	-	-	-	-	-	-	Dus
TARA_ARC_108_MAG_00212_000000000031_4	2903.EOD35621	5.66e-22	100.0	2E3JV@1|root,2SAMK@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
