## Tue Jul 25 18:57:49 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_rt3iyzz6 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_rt3iyzz6 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_rt3iyzz6/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
TARA_ARC_108_MAG_00139_000000000002_9	1300350.DSW25_14100	3.15e-132	379.0	COG1296@1|root,COG1296@2|Bacteria,1MVGN@1224|Proteobacteria,2TVIA@28211|Alphaproteobacteria,3ZVKE@60136|Sulfitobacter	28211|Alphaproteobacteria	E	AzlC protein	azlC	-	-	-	-	-	-	-	-	-	-	-	AzlC
TARA_ARC_108_MAG_00139_000000000002_10	1443111.JASG01000004_gene2633	2.51e-57	179.0	COG4392@1|root,COG4392@2|Bacteria,1MZUZ@1224|Proteobacteria,2UC31@28211|Alphaproteobacteria,3ZXZN@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Branched-chain amino acid transport protein (AzlD)	-	-	-	-	-	-	-	-	-	-	-	-	AzlD
TARA_ARC_108_MAG_00139_000000000002_11	1300350.DSW25_14090	2.07e-111	323.0	2BZ3T@1|root,315W2@2|Bacteria,1PV8U@1224|Proteobacteria,2U9KU@28211|Alphaproteobacteria,3ZWAX@60136|Sulfitobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00139_000000000002_12	1443111.JASG01000004_gene2635	4.51e-16	70.5	2ADCU@1|root,3132I@2|Bacteria,1PRNJ@1224|Proteobacteria,2V3XA@28211|Alphaproteobacteria,3ZY6J@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Bacterial aa3 type cytochrome c oxidase subunit IV	-	-	-	-	-	-	-	-	-	-	-	-	COX4_pro_2
TARA_ARC_108_MAG_00139_000000000002_13	1300350.DSW25_14080	1.12e-84	252.0	292H0@1|root,2ZQ15@2|Bacteria,1RETR@1224|Proteobacteria,2U83Y@28211|Alphaproteobacteria,3ZX8Z@60136|Sulfitobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00139_000000000002_14	1300350.DSW25_14075	5.41e-252	691.0	COG0491@1|root,COG0491@2|Bacteria,1MUXF@1224|Proteobacteria,2TSYY@28211|Alphaproteobacteria,3ZUU4@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Metallo-beta-lactamase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
TARA_ARC_108_MAG_00139_000000000002_15	1300350.DSW25_14070	0.0	965.0	COG1960@1|root,COG1960@2|Bacteria,1MU20@1224|Proteobacteria,2TQJS@28211|Alphaproteobacteria,3ZWIJ@60136|Sulfitobacter	28211|Alphaproteobacteria	I	Acetyl-CoA dehydrogenase C-terminal like	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N
TARA_ARC_108_MAG_00139_000000000002_16	1300350.DSW25_14065	1.25e-134	389.0	COG0009@1|root,COG0009@2|Bacteria,1MVPM@1224|Proteobacteria,2TRIM@28211|Alphaproteobacteria,3ZWR7@60136|Sulfitobacter	28211|Alphaproteobacteria	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	-	GO:0000049,GO:0000166,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006450,GO:0006725,GO:0006807,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0065007,GO:0065008,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	SUA5,Sua5_yciO_yrdC
TARA_ARC_108_MAG_00139_000000000003_1	1300350.DSW25_17405	1.5e-105	307.0	COG2885@1|root,COG2885@2|Bacteria,1RAXN@1224|Proteobacteria,2U627@28211|Alphaproteobacteria,3ZVVM@60136|Sulfitobacter	28211|Alphaproteobacteria	M	OmpA family	-	-	-	-	-	-	-	-	-	-	-	-	OmpA
TARA_ARC_108_MAG_00139_000000000003_3	1300350.DSW25_17410	3.06e-299	818.0	COG0621@1|root,COG0621@2|Bacteria,1MURS@1224|Proteobacteria,2TQN6@28211|Alphaproteobacteria,3ZVIB@60136|Sulfitobacter	28211|Alphaproteobacteria	J	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine	miaB	-	2.8.4.3	ko:K06168	-	-	R10645,R10646,R10647	RC00003,RC00980,RC03221,RC03222	ko00000,ko01000,ko03016	-	-	-	Radical_SAM,TRAM,UPF0004
TARA_ARC_108_MAG_00139_000000000003_4	1300350.DSW25_17415	2.58e-193	538.0	28I8A@1|root,2Z8B4@2|Bacteria,1MWJT@1224|Proteobacteria,2TUG9@28211|Alphaproteobacteria,3ZVY8@60136|Sulfitobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00139_000000000003_5	1300350.DSW25_03140	3.07e-79	241.0	2C9CZ@1|root,33ZW9@2|Bacteria,1NZ55@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00139_000000000003_6	1300350.DSW25_03135	8.76e-75	227.0	COG1846@1|root,COG1846@2|Bacteria,1NFVM@1224|Proteobacteria	1224|Proteobacteria	K	Winged helix DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	MarR_2
TARA_ARC_108_MAG_00139_000000000003_8	1300350.DSW25_17430	1.27e-236	654.0	COG0116@1|root,COG0116@2|Bacteria,1MUQM@1224|Proteobacteria,2TSWI@28211|Alphaproteobacteria,3ZWQH@60136|Sulfitobacter	28211|Alphaproteobacteria	L	Putative RNA methylase family UPF0020	rlmL	-	2.1.1.173,2.1.1.264	ko:K07444,ko:K12297	-	-	R07234	RC00003	ko00000,ko01000,ko03009	-	-	-	THUMP,UPF0020
TARA_ARC_108_MAG_00139_000000000003_9	1300350.DSW25_17435	6.12e-85	256.0	COG2877@1|root,COG2877@2|Bacteria,1MV91@1224|Proteobacteria,2TRJX@28211|Alphaproteobacteria,3ZWR3@60136|Sulfitobacter	28211|Alphaproteobacteria	M	3-deoxy-D-manno-octulosonic acid 8-phosphate synthase	kdsA	-	2.5.1.55	ko:K01627	ko00540,ko01100,map00540,map01100	M00063	R03254	RC00435	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	DAHP_synth_1
TARA_ARC_108_MAG_00139_000000000004_2	375451.RD1_0339	1.59e-38	152.0	COG2801@1|root,COG2801@2|Bacteria,1MVXV@1224|Proteobacteria,2TTFT@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	COG2801 Transposase and inactivated derivatives	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	DDE_2,HTH_Tnp_Mu_1,HTH_Tnp_Mu_2,Mu-transpos_C,rve
TARA_ARC_108_MAG_00139_000000000004_3	1530186.JQEY01000003_gene2252	2.36e-26	102.0	COG2842@1|root,COG2842@2|Bacteria,1Q34E@1224|Proteobacteria,2UJKG@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Transposition protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage-MuB_C
TARA_ARC_108_MAG_00139_000000000005_1	1300350.DSW25_07430	1.15e-209	587.0	COG1109@1|root,COG1109@2|Bacteria,1MU24@1224|Proteobacteria,2TQWH@28211|Alphaproteobacteria,3ZUXM@60136|Sulfitobacter	28211|Alphaproteobacteria	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate	glmM	-	5.4.2.10	ko:K03431	ko00520,ko01100,ko01130,map00520,map01100,map01130	-	R02060	RC00408	ko00000,ko00001,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
TARA_ARC_108_MAG_00139_000000000005_2	1443111.JASG01000004_gene812	6.34e-165	469.0	COG0697@1|root,COG0697@2|Bacteria,1R3W3@1224|Proteobacteria,2TS0I@28211|Alphaproteobacteria,3ZWTQ@60136|Sulfitobacter	28211|Alphaproteobacteria	EG	EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
TARA_ARC_108_MAG_00139_000000000005_3	1443111.JASG01000004_gene813	2.74e-241	663.0	COG0059@1|root,COG0059@2|Bacteria,1MV7M@1224|Proteobacteria,2TRXI@28211|Alphaproteobacteria,3ZVKX@60136|Sulfitobacter	28211|Alphaproteobacteria	EH	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate	ilvC	-	1.1.1.86	ko:K00053	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R03051,R04439,R04440,R05068,R05069,R05071	RC00726,RC00836,RC00837,RC01726	ko00000,ko00001,ko00002,ko01000	-	-	-	IlvC,IlvN
TARA_ARC_108_MAG_00139_000000000005_4	1300350.DSW25_07445	6.42e-94	275.0	COG1522@1|root,COG1522@2|Bacteria,1RCYP@1224|Proteobacteria,2U799@28211|Alphaproteobacteria,3ZX5E@60136|Sulfitobacter	28211|Alphaproteobacteria	K	helix_turn_helix ASNC type	-	-	-	ko:K05800	-	-	-	-	ko00000,ko03000	-	-	-	AsnC_trans_reg,HTH_24,HTH_AsnC-type
TARA_ARC_108_MAG_00139_000000000005_5	1300350.DSW25_07450	2.15e-92	271.0	COG1522@1|root,COG1522@2|Bacteria,1RAP6@1224|Proteobacteria,2U5FX@28211|Alphaproteobacteria,3ZXAT@60136|Sulfitobacter	28211|Alphaproteobacteria	K	helix_turn_helix ASNC type	-	-	-	ko:K05800	-	-	-	-	ko00000,ko03000	-	-	-	AsnC_trans_reg,HTH_24,HTH_AsnC-type
TARA_ARC_108_MAG_00139_000000000005_6	1300350.DSW25_07455	5.93e-191	535.0	COG0075@1|root,COG0075@2|Bacteria,1QM2D@1224|Proteobacteria,2TSQ5@28211|Alphaproteobacteria,3ZVNU@60136|Sulfitobacter	28211|Alphaproteobacteria	E	Aminotransferase class-V	-	-	-	-	-	-	-	-	-	-	-	-	Aminotran_5
TARA_ARC_108_MAG_00139_000000000006_1	644107.SL1157_3008	1.12e-221	647.0	COG0668@1|root,COG0668@2|Bacteria,1MY0I@1224|Proteobacteria,2TSIN@28211|Alphaproteobacteria,4NBUU@97050|Ruegeria	28211|Alphaproteobacteria	M	Mechanosensitive ion channel	-	-	-	ko:K22044	-	-	-	-	ko00000,ko02000	1.A.23.3	-	-	MS_channel
TARA_ARC_108_MAG_00139_000000000007_1	1300350.DSW25_07955	1.29e-21	90.9	2DB9X@1|root,2Z7ZS@2|Bacteria,1N6CK@1224|Proteobacteria,2U2ME@28211|Alphaproteobacteria,3ZW9D@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3445)	-	-	1.14.13.238	ko:K22342	-	-	-	-	ko00000,ko01000	-	-	-	DUF3445
TARA_ARC_108_MAG_00139_000000000007_2	1300350.DSW25_07950	0.0	865.0	COG0006@1|root,COG0006@2|Bacteria,1MVX5@1224|Proteobacteria,2TRMK@28211|Alphaproteobacteria,3ZWJF@60136|Sulfitobacter	28211|Alphaproteobacteria	E	Metallopeptidase family M24	dddP	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0016829,GO:0016846,GO:0042802,GO:0042803,GO:0046983,GO:0047869	-	-	-	-	-	-	-	-	-	-	Creatinase_N,Peptidase_M24
TARA_ARC_108_MAG_00139_000000000007_3	1123360.thalar_00793	6.94e-77	230.0	COG3324@1|root,COG3324@2|Bacteria,1N7Q5@1224|Proteobacteria,2UKCZ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	ko:K06996	-	-	-	-	ko00000	-	-	-	Glyoxalase
TARA_ARC_108_MAG_00139_000000000007_4	83219.PM02_09275	1.15e-115	337.0	COG2207@1|root,COG2207@2|Bacteria,1PRPH@1224|Proteobacteria,2U3MT@28211|Alphaproteobacteria,3ZX2D@60136|Sulfitobacter	28211|Alphaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	-
TARA_ARC_108_MAG_00139_000000000008_1	1443111.JASG01000004_gene3453	0.0	1118.0	28H8H@1|root,2Z7KE@2|Bacteria,1MV77@1224|Proteobacteria,2TSVV@28211|Alphaproteobacteria,3ZVN1@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Aerotolerance regulator N-terminal	MA20_44655	-	-	-	-	-	-	-	-	-	-	-	BatA,DUF4159
TARA_ARC_108_MAG_00139_000000000008_2	1443111.JASG01000004_gene3454	3.25e-158	447.0	COG1721@1|root,COG1721@2|Bacteria,1MWPG@1224|Proteobacteria,2TTDX@28211|Alphaproteobacteria,3ZV8D@60136|Sulfitobacter	28211|Alphaproteobacteria	S	Protein of unknown function DUF58	MA20_44650	-	-	-	-	-	-	-	-	-	-	-	DUF58
TARA_ARC_108_MAG_00139_000000000009_1	391616.OA238_160p0210	7.17e-146	413.0	COG0684@1|root,COG0684@2|Bacteria,1MUES@1224|Proteobacteria,2U0IC@28211|Alphaproteobacteria	28211|Alphaproteobacteria	H	Demethylmenaquinone methyltransferase	MA20_26380	-	-	-	-	-	-	-	-	-	-	-	RraA-like
TARA_ARC_108_MAG_00139_000000000009_2	391616.OA238_160p0220	3.44e-119	345.0	COG2267@1|root,COG2267@2|Bacteria,1QUZX@1224|Proteobacteria,2TWE4@28211|Alphaproteobacteria	28211|Alphaproteobacteria	I	Alpha beta hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6,Hydrolase_4
TARA_ARC_108_MAG_00139_000000000009_3	391616.OA238_160p0230	5.48e-260	713.0	COG0620@1|root,COG0620@2|Bacteria,1MUI9@1224|Proteobacteria,2TTWK@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Methionine synthase	-	-	2.1.1.14	ko:K00549	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	M00017	R04405,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	Meth_synt_2
TARA_ARC_108_MAG_00139_000000000009_4	391616.OA238_160p0240	7.27e-218	603.0	COG1917@1|root,COG1917@2|Bacteria,1N3J4@1224|Proteobacteria,2U0X7@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Cupin 2, conserved barrel domain protein	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,Cupin_2
TARA_ARC_108_MAG_00139_000000000009_5	391616.OA238_160p0250	9.42e-232	638.0	COG5485@1|root,COG5485@2|Bacteria,1MX3J@1224|Proteobacteria,2U16X@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	SnoaL-like polyketide cyclase	-	-	-	-	-	-	-	-	-	-	-	-	SnoaL,SnoaL_2
TARA_ARC_108_MAG_00139_000000000009_6	391616.OA238_160p0260	1.45e-71	224.0	COG1609@1|root,COG1609@2|Bacteria,1MVUR@1224|Proteobacteria,2TTHH@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	LacI family	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
TARA_ARC_108_MAG_00139_000000000010_1	1300350.DSW25_01785	0.0	1014.0	COG1132@1|root,COG1132@2|Bacteria,1MUBM@1224|Proteobacteria,2TQMR@28211|Alphaproteobacteria,3ZUXR@60136|Sulfitobacter	28211|Alphaproteobacteria	V	ABC transporter transmembrane region	abcT3	-	-	ko:K06147,ko:K18893	ko02010,map02010	-	-	-	ko00000,ko00001,ko02000	3.A.1,3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
TARA_ARC_108_MAG_00139_000000000010_2	1300350.DSW25_01780	3.04e-203	572.0	COG0617@1|root,COG0617@2|Bacteria,1MVCS@1224|Proteobacteria,2TRPZ@28211|Alphaproteobacteria,3ZWXA@60136|Sulfitobacter	28211|Alphaproteobacteria	J	Probable RNA and SrmB- binding site of polymerase A	pcnB	-	2.7.7.19,2.7.7.72	ko:K00970,ko:K00974	ko03013,ko03018,map03013,map03018	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	PolyA_pol,PolyA_pol_RNAbd
TARA_ARC_108_MAG_00139_000000000010_3	1443111.JASG01000004_gene3238	6.66e-128	365.0	COG0494@1|root,COG0494@2|Bacteria,1RD2C@1224|Proteobacteria,2TV3Q@28211|Alphaproteobacteria,3ZWKV@60136|Sulfitobacter	28211|Alphaproteobacteria	L	NUDIX domain	MA20_44635	-	-	-	-	-	-	-	-	-	-	-	NUDIX
TARA_ARC_108_MAG_00139_000000000010_4	1443111.JASG01000004_gene3239	3.29e-67	212.0	COG1281@1|root,COG1281@2|Bacteria,1MUMU@1224|Proteobacteria,2TTUR@28211|Alphaproteobacteria,3ZVX5@60136|Sulfitobacter	28211|Alphaproteobacteria	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress	hslO	-	-	ko:K04083	-	-	-	-	ko00000,ko03110	-	-	-	HSP33
TARA_ARC_108_MAG_00139_000000000011_1	1041139.KB902680_gene1503	7.7e-34	124.0	COG0404@1|root,COG0404@2|Bacteria,1QV5I@1224|Proteobacteria,2TXTR@28211|Alphaproteobacteria,4BP14@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Aminomethyltransferase folate-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	GCV_T,GCV_T_C
TARA_ARC_108_MAG_00139_000000000011_2	1300350.DSW25_17070	1.01e-108	315.0	COG4583@1|root,COG4583@2|Bacteria,1RET6@1224|Proteobacteria,2U7GZ@28211|Alphaproteobacteria,3ZY0P@60136|Sulfitobacter	28211|Alphaproteobacteria	E	Sarcosine oxidase, gamma subunit family	soxG	-	1.5.3.1	ko:K00305	ko00260,ko01100,map00260,map01100	-	R00610	RC00060,RC00557	ko00000,ko00001,ko01000	-	-	-	SoxG
TARA_ARC_108_MAG_00139_000000000011_3	1300350.DSW25_17065	1.05e-172	489.0	COG4977@1|root,COG4977@2|Bacteria,1MUDK@1224|Proteobacteria,2TS7I@28211|Alphaproteobacteria,3ZUU8@60136|Sulfitobacter	28211|Alphaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI,HTH_18
TARA_ARC_108_MAG_00139_000000000011_4	391595.RLO149_c005920	6.51e-129	368.0	COG1396@1|root,COG3837@1|root,COG1396@2|Bacteria,COG3837@2|Bacteria,1MVQY@1224|Proteobacteria,2U070@28211|Alphaproteobacteria,2P14B@2433|Roseobacter	28211|Alphaproteobacteria	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2,HTH_3,HTH_31
TARA_ARC_108_MAG_00139_000000000011_5	391595.RLO149_c005910	2.6e-258	707.0	2DB9X@1|root,2Z7ZS@2|Bacteria,1N6CK@1224|Proteobacteria,2TUY7@28211|Alphaproteobacteria,2P15K@2433|Roseobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3445)	-	-	1.14.13.238	ko:K22342	-	-	-	-	ko00000,ko01000	-	-	-	DUF3445
TARA_ARC_108_MAG_00139_000000000011_6	391595.RLO149_c005900	1.16e-216	599.0	COG1018@1|root,COG1018@2|Bacteria,1MU6E@1224|Proteobacteria,2TRE9@28211|Alphaproteobacteria,2P2JU@2433|Roseobacter	28211|Alphaproteobacteria	C	Oxidoreductase NAD-binding domain	yeaX	-	1.14.13.238	ko:K21832,ko:K22343	-	-	-	-	ko00000,ko01000	-	-	-	FAD_binding_6,Fer2,NAD_binding_1
TARA_ARC_108_MAG_00139_000000000011_7	391595.RLO149_c005890	2.29e-118	341.0	28IUB@1|root,2Z8T2@2|Bacteria,1N0PJ@1224|Proteobacteria,2U3CJ@28211|Alphaproteobacteria,2P13A@2433|Roseobacter	28211|Alphaproteobacteria	-	-	-	-	1.14.13.238	ko:K22344	-	-	-	-	ko00000,ko01000	-	-	-	-
